Artist,Song Title,sadness,joy,fear,disgust,anger
avicii,Friend of Mine,0.163906,0.723974,0.066914,0.012506,0.058968
avicii,Lonely Together,0.117145,0.017484,0.521284,0.07607,0.613845
avicii,So Much Better (Avicii Remix),0.50185,0.289859,0.210989,0.009121,0.066409
avicii,What Would I Change It To,0.61563,0.532325,0.081455,0.080619,0.113786
avicii,Without You,0.650164,0.075888,0.221011,0.028741,0.27089
avicii,You Be Love,0.029993,0.389486,0.002841,0.000609,0.002545
