,Artist,Song Title,sadness_verse,joy_verse,fear_verse,disgust_verse,anger_verse,sadness_chorus,joy_chorus,fear_chorus,disgust_chorus,anger_chorus,Genre,Energy,Danceability,Mode,Valence
12,Eminem,Love the Way You Lie,0.5169159999999999,0.109125,0.12829200000000002,0.109518,0.670946,0.761391,0.084122,0.126553,0.020044,0.160237,hip hop,0.924,0.614,1,0.647
13,Eminem,Rap God,0.5312100000000001,0.41404300000000005,0.13663,0.152139,0.67011,0.22810500000000003,0.023013,0.135733,0.35444899999999996,0.616029,hip hop,0.843,0.633,1,0.708
14,Hozier,From Eden,0.49089700000000003,0.35204,0.17598699999999998,0.007206000000000001,0.047717,0.793044,0.03057,0.15453499999999998,0.054751,0.148543,folk,0.6729999999999999,0.285,1,0.39899999999999997
15,Hozier,Like Real People Do,0.512837,0.00644,0.509704,0.161354,0.15043399999999998,0.03344,0.83491,0.020701,0.073251,0.022032,folk,0.179,0.145,1,0.539
16,Hozier,Someone New,0.223811,0.622065,0.15006,0.017830000000000002,0.06578400000000001,0.11810799999999999,0.720673,0.093636,0.015335,0.067959,folk,0.5329999999999999,0.596,1,0.44299999999999995
17,Hozier,Take Me to Church,0.439396,0.375817,0.020299,0.007911,0.254985,0.058825999999999996,0.612138,0.03255,0.036608,0.25466300000000003,folk,0.664,0.43700000000000006,0,0.5660000000000001
18,Hozier,Work Song,0.593174,0.065838,0.401647,0.05539500000000001,0.178819,0.10378399999999999,0.073793,0.681296,0.065951,0.144745,folk,0.363,0.259,1,0.531
19,Jessie J,Abracadabra,0.148652,0.601097,0.07761799999999999,0.052359,0.050924000000000004,0.122332,0.20630500000000002,0.217955,0.063404,0.604956,R&B,0.8340000000000001,0.7879999999999999,1,0.8220000000000001
20,Jessie J,Alive,0.06284,0.8304040000000001,0.050559,0.005906000000000001,0.029960000000000004,0.136567,0.609264,0.040510000000000004,0.047431,0.082401,R&B,0.6940000000000001,0.85,1,0.6940000000000001
21,Jessie J,Bang Bang,0.46701899999999996,0.13050799999999999,0.24481399999999998,0.09213099999999999,0.25449,0.007273000000000001,0.026855,0.043296,7e-06,0.000659,R&B,0.789,0.7609999999999999,0,0.703
22,Jessie J,Domino,0.44387600000000005,0.378141,0.081131,0.014902,0.195409,0.047399000000000004,0.798442,0.015280000000000002,0.08200199999999999,0.034184,R&B,0.556,0.792,1,0.763
23,Jessie J,Price Tag,0.438362,0.429019,0.088085,0.008541,0.140701,0.081867,0.57229,0.020659999999999998,0.17284000000000002,0.12118599999999999,R&B,0.843,0.647,1,0.6459999999999999
24,Mariah Carey,#Beautiful,0.064634,0.850331,0.075589,0.008232999999999999,0.021131999999999998,0.144458,0.43532299999999996,0.017468,0.015725,0.39923600000000004,R&B,0.731,0.48100000000000004,1,0.669
25,Mariah Carey,Always Be My Baby,0.30328299999999997,0.669296,0.01228,0.004515,0.009094,0.021652,0.482652,0.161722,0.004481000000000001,0.042295,R&B,0.531,0.488,1,0.649
26,Mariah Carey,Obsessed,0.705684,0.02755,0.247883,0.033094,0.235023,0.231131,0.12399600000000001,0.08797100000000001,0.145583,0.628113,R&B,0.47100000000000003,0.384,1,0.742
27,Mariah Carey,Touch My Body,0.405616,0.302248,0.165993,0.018212,0.06051,0.07510599999999999,0.319193,0.02516,0.248498,0.48251099999999997,R&B,0.6659999999999999,0.8640000000000001,0,0.716
28,owl city,Fireflies,0.599916,0.018307,0.408903,0.027733999999999998,0.24580900000000003,0.595272,0.102359,0.15036300000000002,0.009007,0.166218,electronica,0.649,0.489,1,0.591
29,owl city,The Saltwater Room,0.22493400000000002,0.482893,0.366399,0.010497,0.029861000000000002,0.417976,0.327418,0.11823800000000001,0.027264,0.120046,electronica,0.68,0.684,1,0.653
30,owl city,Vanilla Twilight,0.759159,0.11371500000000001,0.258733,0.0052710000000000005,0.007562999999999999,0.759159,0.11371500000000001,0.258733,0.0052710000000000005,0.007562999999999999,electronica,0.513,0.534,1,0.5820000000000001
31,Paramore,Ain't it Fun,0.379447,0.212864,0.23059899999999997,0.023856,0.299176,0.090771,0.863935,0.021647,0.003638,0.01027,pop punk,0.893,0.6729999999999999,1,0.61
32,Paramore,Fake Happy,0.09665399999999999,0.7872560000000001,0.06805900000000001,0.0036799999999999997,0.070217,0.160564,0.065785,0.132648,0.018549,0.04022,pop punk,0.626,0.44,1,0.7340000000000001
33,Paramore,Hard Times,0.340213,0.08685,0.345391,0.033905000000000005,0.304809,0.10844100000000001,0.024459,0.033657,2.5e-05,0.000614,pop punk,0.818,0.9159999999999999,0,0.695
34,Paramore,Rose-Colored Boy,0.168012,0.007134000000000001,0.179647,0.109053,0.824636,0.6768069999999999,0.028972,0.191207,0.081549,0.087508,pop punk,0.826,0.9259999999999999,1,0.768
35,Paramore,Still Into You,0.09665399999999999,0.7872560000000001,0.06805900000000001,0.0036799999999999997,0.070217,0.160564,0.065785,0.132648,0.018549,0.04022,pop punk,0.9229999999999999,0.765,1,0.602
36,Rihanna,Diamonds,0.035042000000000004,0.872331,0.026329,0.031114,0.015802,0.030777,0.8913120000000001,0.011899,0.005691,0.005538,R&B,0.7090000000000001,0.387,0,0.555
37,Rihanna,Loveeeeee Song,0.7077399999999999,0.14836300000000002,0.184266,0.034246,0.069209,0.19550599999999999,0.295863,0.262328,0.024893000000000002,0.11505599999999999,R&B,0.251,0.529,0,0.762
38,Rihanna,Stay,0.298373,0.057703,0.362004,0.085672,0.330887,0.371688,0.246521,0.22018200000000002,0.025462000000000002,0.10202699999999999,R&B,0.324,0.0965,0,0.619
39,Rihanna,Wild Thoughts,0.538439,0.032449,0.140086,0.315355,0.336162,0.27775500000000003,0.515892,0.15684,0.021689,0.042574,R&B,0.6809999999999999,0.619,1,0.613
40,Rihanna,Work,0.5309590000000001,0.535705,0.451771,0.052441999999999996,0.11391300000000001,0.47327600000000003,0.440431,0.529751,0.085386,0.10976300000000001,R&B,0.5379999999999999,0.527,1,0.667
41,Secondhand Serenade,Awake,0.5605140000000001,0.511638,0.132964,0.048797,0.105946,0.5605140000000001,0.511638,0.132964,0.048797,0.105946,emo,0.239,0.34600000000000003,1,0.591
42,Sia,Big Girls Cry,0.92989,0.025633,0.14130299999999998,0.0044210000000000005,0.025224,0.8914790000000001,0.013472,0.15148499999999998,0.042976,0.092547,indie pop,0.5920000000000001,0.0938,1,0.469
43,Sia,Burn the Pages,0.45356599999999997,0.026929,0.695751,0.008020000000000001,0.028189999999999996,0.26585,0.069879,0.053512,0.010391,0.037082,indie pop,0.8109999999999999,0.45899999999999996,1,0.507
44,Sia,Chandelier,0.570133,0.34671399999999997,0.02062,0.023287000000000002,0.089364,0.684975,0.170931,0.10313699999999999,0.030143,0.10620399999999999,indie pop,0.787,0.5720000000000001,1,0.39899999999999997
45,Taylor Swift,Blank Space,0.065982,0.638476,0.121695,0.086387,0.20388900000000001,0.177964,0.24468600000000001,0.159985,0.041198,0.5319050000000001,country,0.684,0.597,1,0.7509999999999999
46,Taylor Swift,Delicate,0.247435,0.543127,0.14893399999999998,0.024012000000000002,0.08469,0.07846399999999999,0.498204,0.05732,0.02027,0.039853,country,0.41,0.0596,0,0.745
47,Taylor Swift,Style,0.494116,0.07876,0.37484,0.024053,0.13867100000000002,0.214691,0.574062,0.125501,0.043106,0.118875,country,0.8,0.473,1,0.594
48,Taylor Swift,This Love,0.799984,0.07034800000000001,0.188171,0.011773,0.069618,0.058909,0.855141,0.03129,0.016911000000000002,0.023931,country,0.428,0.09699999999999999,1,0.33299999999999996
49,Taylor Swift,Welcome to New York,0.561511,0.172674,0.024161000000000002,0.23083299999999998,0.183814,0.025042,1.0,0.006917,0.007489,0.055794,country,0.626,0.664,1,0.79
50,The Script,Arms Open,0.596852,0.087977,0.33719099999999996,0.043446,0.137716,0.67445,0.15801600000000002,0.24298699999999998,0.004665,0.039622000000000004,soft rock,0.5539999999999999,0.722,1,0.513
51,The Script,Army of Angels,0.2769,0.34674,0.293126,0.010381999999999999,0.23792800000000003,0.101243,0.743941,0.083319,0.037986,0.017469,soft rock,0.578,0.127,1,0.48
52,Usher,I Don't Mind,0.187088,0.33121999999999996,0.07082100000000001,0.098884,0.513678,0.31306,0.087109,0.175006,0.039401,0.44045200000000007,rap,0.46399999999999997,0.457,1,0.87
53,Usher,My Boo,0.46531000000000006,0.291134,0.06654199999999999,0.22136,0.132697,0.227118,0.019306,0.129802,4.2e-05,0.0024219999999999997,rap,0.507,0.6759999999999999,1,0.662
54,Usher,You Make Me Wanna,0.679671,0.010221,0.448669,0.042561,0.112879,0.06487899999999999,0.632269,0.038139,0.023653999999999998,0.11094100000000001,rap,0.639,0.922,0,0.7609999999999999
55,avicii,Friend of Mine,0.194528,0.10013999999999999,0.400606,0.097862,0.448143,0.163906,0.723974,0.066914,0.012506,0.05896799999999999,EDM,0.7,0.603,0,0.7020000000000001
56,avicii,Lonely Together,0.55672,0.017394999999999997,0.493475,0.06845599999999999,0.203281,0.117145,0.017484,0.521284,0.07607,0.613845,EDM,0.6829999999999999,0.228,1,0.65
57,avicii,So Much Better (Avicii Remix),0.668734,0.07900499999999999,0.272725,0.044417,0.15748,0.50185,0.28985900000000003,0.21098899999999998,0.009120999999999999,0.06640900000000001,EDM,0.659,0.258,0,0.775
58,avicii,What Would I Change It To,0.11664200000000001,0.534208,0.370106,0.019244999999999998,0.066675,0.61563,0.532325,0.081455,0.08061900000000001,0.11378599999999998,EDM,0.501,0.535,1,0.787
59,avicii,Without You,0.5244260000000001,0.023399,0.628528,0.030519,0.044752999999999994,0.6501640000000001,0.075888,0.221011,0.028741000000000003,0.27089,EDM,0.863,0.276,1,0.653
60,avicii,You Be Love,0.220075,0.43329399999999996,0.133172,0.053301999999999995,0.13309,0.029993000000000002,0.389486,0.002841,0.000609,0.002545,EDM,0.47100000000000003,0.5529999999999999,0,0.8240000000000001
