,Artist,Song Title,Genre,verse_emotion,chorus_emotion,Loudness,Energy,Valence,Mode,Danceability
99,Nirvana,Heart-Shaped Box,alternative rock,sadness,joy,-10.232999999999999,0.677,0.316,1,0.494
100,Nirvana,Milk It,alternative rock,disgust,sadness,-12.354000000000001,0.531,0.532,0,0.46799999999999997
101,Nirvana,Pennyroyal Tea,alternative rock,sadness,disgust,-7.985,0.47700000000000004,0.0488,0,0.504
102,Nirvana,Radio Friendly Unit Shifter,alternative rock,anger,anger,-10.367,0.937,0.703,1,0.335
103,Nirvana,Rape Me,alternative rock,disgust,fear,-10.613,0.743,0.259,1,0.41600000000000004
104,Nirvana,Serve the Servants,alternative rock,sadness,sadness,-8.673,0.9059999999999999,0.674,1,0.43799999999999994
105,Nirvana,Tourette's,alternative rock,joy,joy,-10.963,0.9129999999999999,0.337,0,0.27
106,Nirvana,Very Ape,alternative rock,sadness,joy,-9.389,0.879,0.968,1,0.27
107,Stone Temple Pilots,Black Heart,alternative metal,joy,sadness,-4.388,0.81,0.735,1,0.483
108,Stone Temple Pilots,Cry cry,alternative metal,sadness,sadness,-3.65,0.6990000000000001,0.82,1,0.5589999999999999
109,Stone Temple Pilots,Out of time,alternative metal,sadness,sadness,-3.3310000000000004,0.951,0.708,1,0.32799999999999996
110,Stone Temple Pilots,Same On The Inside,alternative metal,sadness,anger,-3.705,0.9229999999999999,0.462,1,0.451
111,Stone Temple Pilots,Tomorrow,alternative metal,sadness,sadness,-4.337,0.871,0.49,1,0.313
112,The Whitlams,End of Your World,alternative rock,sadness,anger,-6.859,0.6729999999999999,0.374,0,0.301
113,The Whitlams,Following My Own Tracks,alternative rock,sadness,anger,-5.547999999999999,0.9390000000000001,0.562,1,0.43
114,The Whitlams,Hollow Log,alternative rock,joy,joy,-8.869,0.845,0.927,1,0.603
115,The Whitlams,Pass the Flagon,alternative rock,joy,sadness,-6.917000000000001,0.727,0.86,1,0.642
116,The Whitlams,Shining,alternative rock,sadness,sadness,-6.132999999999999,0.868,0.5579999999999999,1,0.23600000000000002
117,The Whitlams,You don't even know my name,alternative rock,joy,joy,-13.14,0.332,0.26899999999999996,1,0.43200000000000005
