Artist,Song Title,Energy,Genre,Danceability,Mode,Valence,sadness_verse,joy_verse,fear_verse,disgust_verse,anger_verse,sadness_chorus,joy_chorus,fear_chorus,disgust_chorus,anger_chorus,label
Germs,Lexicon Devil,0.877,11,0.504,0,0.821,0.573881,0.007457,0.110402,0.377127,0.304388,0.046873,0.49672,0.203259,0.147218,0.135588,0
Germs,Manimal,0.956,11,0.318,0,0.319,0.434141,0.1818,0.281189,0.212777,0.152627,0.15284,0.359734,0.102003,0.261818,0.283408,0
Germs,Media Blitz,0.876,11,0.44,1,0.721,0.372081,0.237791,0.087935,0.126704,0.286804,0.29955,0.182208,0.116551,0.27914,0.293884,0
Germs,Our Way,0.952,11,0.52,1,0.692,0.827569,0.137361,0.031864,0.059773,0.024584,0.260475,0.156555,0.212348,0.273268,0.416508,0
Germs,Richie Dagger's Crime,0.911,11,0.379,1,0.571,0.124419,0.424424,0.009632,0.446735,0.181816,0.148952,0.584792,0.041173,0.071061,0.217826,0
Germs,Shut Down,0.824,11,0.319,0,0.665,0.26923,0.249208,0.216718,0.056214,0.41959,0.36706,0.179101,0.26018,0.047075,0.257813,0
Germs,Strange Notes,0.937,11,0.245,1,0.679,0.480583,0.198334,0.135949,0.145823,0.255458,0.687803,0.069335,0.251109,0.094331,0.115548,0
Germs,The Other Newest One,0.9,11,0.572,1,0.737,0.69112,0.155329,0.251288,0.02573,0.043637,0.231788,0.598078,0.162529,0.018329,0.057238,0
Germs,The Slave,0.949,11,0.361,0,0.574,0.181833,0.301184,0.255796,0.390326,0.079621,0.357404,0.332297,0.16836,0.119512,0.193214,0
Germs,We Must Bleed,0.968,11,0.295,0,0.256,0.044885,0.154949,0.209666,0.05864,0.689791,0.633272,0.03586,0.3498,0.030551,0.160551,0
Germs,What We Do Is Secret,0.816,11,0.518,1,0.843,0.233248,0.693759,0.033702,0.014503,0.057285,0.118567,0.738488,0.058712,0.025092,0.116876,0
Gin Blossoms,"Hey, Jealousy",0.785,10,0.464,0,0.528,0.548445,0.24823,0.157208,0.03683,0.157915,0.1739,0.414045,0.184626,0.083078,0.301673,0
Herman Brood,My Way,0.282,5,0.425,1,0.141,0.703905,0.133251,0.144921,0.109828,0.095601,0.685343,0.282552,0.030786,0.013218,0.047737,0
Herman Brood,When I Get Home,0.14,1,0.607,1,0.57,0.375905,0.192363,0.277942,0.034638,0.117706,0.082429,0.683606,0.109604,0.085018,0.10308,0
hide,ever free,0.357,12,0.609,1,0.549,0.573485,0.364759,0.095961,0.010617,0.05448,0.298029,0.243933,0.451842,0.035135,0.057773,0
hide,Hurry go round,0.317,12,0.557,1,0.798,0.494021,0.455219,0.061428,0.042575,0.028054,0.811072,0.054879,0.20069,0.016141,0.118549,0
hide,Rocket Dive,0.374,12,0.615,1,0.518,0.20365,0.613491,0.041586,0.033839,0.134054,0.160707,0.482064,0.20214,0.201063,0.098645,0
Jonghyun,#Hashtag,0.464,13,0.86,0,0.652,0.1827,0.023385,0.06665,0.377858,0.657831,0.137612,0.337696,0.018188,0.356135,0.352973,0
Jonghyun,Before Our Spring,0.246,13,0.634,1,0.404,0.065117,0.912893,0.012306,0.002553,0.006147,0.209123,0.24983,0.576325,0.021309,0.068941,0
Jonghyun,Grease,0.779,13,0.585,1,0.708,0.761584,0.011761,0.190084,0.141059,0.20599,0.742598,0.013113,0.132119,0.092184,0.321946,0
Jonghyun,Just for a day,0.802,13,0.711,1,0.367,0.449842,0.302461,0.268298,0.047476,0.081678,0.476197,0.223784,0.214965,0.052506,0.107518,0
Jonghyun,Only One You Need,0.799,13,0.629,0,0.512,0.602714,0.443604,0.734631,0.076049,0.155717,0.267307,0.02988,0.100417,0.010541,0.033069,0
Jonghyun,Rewind,0.749,13,0.922,0,0.535,0.40222,0.155323,0.106365,0.129934,0.430826,0.061936,0.104017,0.060835,0.009525,0.045088,0
Jonghyun,Sentimental,0.635,13,0.466,0,0.396,0.779903,0.027967,0.323393,0.053784,0.038872,0.720894,0.074478,0.210179,0.128074,0.103155,0
Jonghyun,Shinin',0.853,13,0.741,1,0.731,0.091363,0.584091,0.283291,0.018138,0.009844,0.014814,0.567268,0.013416,0.009428,0.024065,0
Jonghyun,Sightseeing,0.902,13,0.676,1,0.776,0.111728,0.052887,0.313691,0.475199,0.399097,0.097787,0.071019,0.13505,0.468633,0.190046,0
Jonghyun,Take The Dive,0.708,13,0.52,0,0.527,0.383619,0.543914,0.076947,0.009795,0.024031,0.023394,0.353351,0.025435,0.020234,0.013396,0
Joy Division,A Means to an End,0.786,10,0.655,0,0.752,0.199087,0.391618,0.149534,0.33472,0.089411,0.228237,0.20471,0.214026,0.099046,0.375528,0
Joy Division,Atrocity Exhibition,0.767,10,0.565,1,0.787,0.513933,0.053594,0.30029,0.332615,0.148838,0.173807,0.305669,0.042705,0.044533,0.153752,0
Joy Division,Colony,0.88,10,0.6,1,0.808,0.700223,0.008827,0.422451,0.061316,0.114608,0.050744,0.798621,0.023016,0.032366,0.115903,0
Joy Division,Decades,0.538,10,0.572,1,0.436,0.451679,0.00902,0.609453,0.091461,0.191714,0,0,0,0,0,0
Joy Division,Heart and Soul,0.611,10,0.64,1,0.68,0.441523,0.210764,0.296269,0.026896,0.254974,0.45348,0.454057,0.121247,0.001918,0.045362,0
Joy Division,Isolation,0.783,10,0.544,1,0.697,0.114335,0.73653,0.124341,0.039447,0.035512,0,0,0,0,0,0
Joy Division,Love Will Tear Us Apart,0.902,10,0.525,1,0.907,0.567964,0.026329,0.126216,0.407658,0.217111,0.168294,0.739203,0.047943,0.017192,0.046608,0
Joy Division,Passover,0.577,10,0.773,1,0.941,0.392831,0.027068,0.200555,0.12222,0.606296,0.505616,0.043611,0.23117,0.158796,0.377571,0
Joy Division,The Eternal,0.474,10,0.507,1,0.327,0.529145,0.428521,0.026457,0.011597,0.077992,0.667754,0.260251,0.071489,0.024603,0.095673,0
Joy Division,Twenty Four Hours,0.879,10,0.363,1,0.647,0.730552,0.190255,0.106638,0.010328,0.088179,0.670602,0.092649,0.28256,0.07206,0.115378,0
Keith Emerson,"The Endless Enigma Suite, Pt. 1",0.374,3,0.17,1,0.0742,0.44162,0.011451,0.091995,0.422428,0.418972,0.163249,0.035764,0.418508,0.227693,0.111831,0
