,Artist,Song Title,sadness_verse,joy_verse,fear_verse,disgust_verse,anger_verse,sadness_chorus,joy_chorus,fear_chorus,disgust_chorus,anger_chorus,Genre,Loudness,Energy,Danceability,Mode,Valence
65,Jonghyun,Sightseeing,0.111728,0.052887,0.313691,0.475199,0.399097,0.097787,0.071019,0.13505,0.46863299999999997,0.190046,k-pop,-2.833,0.902,0.7759999999999999,1,0.6759999999999999
66,Jonghyun,Take The Dive,0.383619,0.543914,0.076947,0.009795,0.024031,0.023393999999999998,0.353351,0.025435,0.020234000000000002,0.013396000000000002,k-pop,-4.114,0.708,0.527,0,0.52
67,Joy Division,A Means to an End,0.199087,0.39161799999999997,0.149534,0.33471999999999996,0.089411,0.228237,0.20471,0.21402600000000002,0.09904600000000001,0.37552800000000003,alternative rock,-7.946000000000001,0.7859999999999999,0.752,0,0.655
68,Joy Division,Atrocity Exhibition,0.513933,0.053594,0.30029,0.332615,0.148838,0.173807,0.305669,0.042705,0.044532999999999996,0.153752,alternative rock,-7.348,0.767,0.787,1,0.565
69,Joy Division,Colony,0.7002229999999999,0.008827,0.422451,0.061315999999999996,0.11460799999999999,0.050744,0.798621,0.023016,0.032366000000000006,0.11590299999999999,alternative rock,-7.292000000000001,0.88,0.8079999999999999,1,0.6
70,Joy Division,Decades,0.451679,0.00902,0.609453,0.091461,0.19171400000000002,0.0,0.0,0.0,0.0,0.0,alternative rock,-9.206,0.5379999999999999,0.436,1,0.5720000000000001
71,Joy Division,Heart and Soul,0.44152299999999994,0.21076399999999998,0.296269,0.026895999999999996,0.254974,0.45348,0.454057,0.12124700000000001,0.001918,0.045362,alternative rock,-9.817,0.611,0.68,1,0.64
72,Joy Division,Isolation,0.11433499999999999,0.73653,0.12434100000000001,0.039447,0.035512,0.0,0.0,0.0,0.0,0.0,alternative rock,-8.12,0.7829999999999999,0.6970000000000001,1,0.544
73,Joy Division,Love Will Tear Us Apart,0.567964,0.026329,0.126216,0.407658,0.21711100000000003,0.168294,0.7392029999999999,0.047943,0.017192,0.046608,alternative rock,-8.662,0.902,0.907,1,0.525
74,Joy Division,Passover,0.392831,0.027068000000000002,0.20055499999999998,0.12222000000000001,0.6062960000000001,0.505616,0.043611000000000004,0.23117,0.158796,0.377571,alternative rock,-11.936,0.5770000000000001,0.941,1,0.773
75,Joy Division,The Eternal,0.529145,0.428521,0.026456999999999998,0.011597,0.07799199999999999,0.667754,0.260251,0.071489,0.024603,0.09567300000000001,alternative rock,-14.043,0.474,0.327,1,0.507
76,Joy Division,Twenty Four Hours,0.7305520000000001,0.190255,0.10663800000000001,0.010328,0.088179,0.670602,0.092649,0.28256,0.07206,0.115378,alternative rock,-8.955,0.879,0.647,1,0.363
77,Link 80,Better Than Shit,0.802131,0.032898000000000004,0.074154,0.050223000000000004,0.264396,0.518599,0.530485,0.114353,0.065583,0.588812,ska,-9.355,0.828,0.919,0,0.5429999999999999
78,Link 80,For What It's Worth,0.195664,0.191159,0.6013229999999999,0.081433,0.545755,0.17498699999999998,0.257646,0.209011,0.090991,0.282053,ska,-9.748,0.47700000000000004,0.302,0,0.423
79,Link 80,No Such Thing,0.473948,0.576551,0.066009,0.577431,0.612862,0.5181680000000001,0.025914,0.33371,0.08343300000000001,0.388598,ska,-8.832,0.856,0.782,1,0.32299999999999995
80,Link 80,Packing Up,0.519656,0.35168499999999997,0.178429,0.028876,0.088936,0.442672,0.16297899999999998,0.186156,0.103657,0.305782,ska,-8.867,0.943,0.488,1,0.446
81,Link 80,The Truth of It,0.831015,0.00617,0.25867199999999996,0.089908,0.088225,0.153645,0.020337,0.50495,0.017637,0.6189899999999999,ska,-9.482000000000001,0.865,0.5870000000000001,0,0.34
82,Linkin Park,Halfway Right,0.36681199999999997,0.006704000000000001,0.442687,0.084156,0.49058500000000005,0.386694,0.008253,0.609731,0.080569,0.25223,alternative metal,-7.155,0.626,0.498,0,0.655
83,Linkin Park,Heavy (feat. Kiiara),0.389226,0.081558,0.42996,0.05207899999999999,0.382186,0.76677,0.221061,0.21837600000000001,0.068287,0.130314,alternative metal,-6.098,0.6709999999999999,0.43799999999999994,1,0.59
84,Michael Hutchence,A Straight Line,0.661841,0.102076,0.10675499999999999,0.251952,0.05979299999999999,0.680657,0.033526,0.136639,0.152501,0.279412,alternative rock,-6.001,0.93,0.722,1,0.7140000000000001
85,Michael Hutchence,All I'm Saying,0.446246,0.486385,0.061346000000000005,0.022756000000000002,0.023825,0.400428,0.382832,0.070636,0.05674,0.199603,alternative rock,-8.357999999999999,0.518,0.40700000000000003,0,0.442
86,Michael Hutchence,Baby It's Alright,0.135363,0.010587000000000001,0.914667,0.058999,0.066664,0.053835,0.6956859999999999,0.044220999999999996,0.10921199999999999,0.062919,alternative rock,-5.4239999999999995,0.9259999999999999,0.685,0,0.718
87,Michael Hutchence,Breathe,0.144716,0.664877,0.020398,0.08694199999999999,0.14160699999999998,0.30919,0.27405300000000005,0.132993,0.176508,0.21304099999999998,alternative rock,-8.443,0.61,0.409,0,0.52
88,Michael Hutchence,Don't Save Me from Myself,0.210319,0.704581,0.027727999999999996,0.022736000000000003,0.048428,0.139307,0.19836099999999998,0.08248,0.07836,0.092968,alternative rock,-6.537999999999999,0.8959999999999999,0.39799999999999996,1,0.69
89,Michael Hutchence,Fear,0.557711,0.07512,0.095104,0.31911300000000004,0.22444099999999997,0.038942000000000004,0.037617000000000005,0.949075,0.063753,0.011715999999999999,alternative rock,-7.457999999999999,0.848,0.55,0,0.648
90,Michael Hutchence,Flesh and Blood,0.705152,0.033663,0.234323,0.141121,0.1726,0.16400499999999998,0.226569,0.069627,0.007232,0.02882,alternative rock,-9.292,0.5,0.354,0,0.418
91,Michael Hutchence,Get on the Inside,0.68142,0.04407,0.155721,0.11991700000000001,0.301087,0.000672,0.106583,0.0009519999999999999,8e-06,0.0009369999999999999,alternative rock,-5.273,0.9059999999999999,0.805,1,0.7170000000000001
92,Michael Hutchence,Let Me Show You,0.6238229999999999,0.290663,0.075285,0.016844,0.08075700000000001,0.30988000000000004,0.07765599999999999,0.278221,0.18106,0.307732,alternative rock,-7.097,0.851,0.47700000000000004,0,0.531
93,Michael Hutchence,Possibilities,0.035255,0.846499,0.016996,0.028224000000000003,0.091718,0.137872,0.165179,0.24095,0.383377,0.391719,alternative rock,-7.211,0.684,0.37799999999999995,1,0.531
94,Michael Hutchence,Put the Pieces Back Together,0.514745,0.39587100000000003,0.048346,0.07460499999999999,0.06476599999999999,0.095411,0.421303,0.100467,0.436503,0.063981,alternative rock,-6.252999999999999,0.855,0.436,1,0.69
95,Michael Hutchence,She Flirts for England,0.28871199999999997,0.536136,0.133747,0.009535,0.10466900000000001,0.21411799999999998,0.20067000000000002,0.037313,0.047873,0.067958,alternative rock,-6.851,0.852,0.623,1,0.519
96,Michael Hutchence,Slide Away,0.6682779999999999,0.07478,0.379628,0.035785000000000004,0.030107,0.233663,0.6790430000000001,0.061665,0.040177,0.021174000000000002,alternative rock,-9.217,0.608,0.154,1,0.6659999999999999
97,Nirvana,All Apologies,0.391918,0.004248,0.27203499999999997,0.192433,0.5223220000000001,0.147811,0.710584,0.026660000000000003,0.019537,0.07936599999999999,alternative rock,-12.109000000000002,0.621,0.364,1,0.447
98,Nirvana,Dumb,0.5326270000000001,0.278146,0.077875,0.020064,0.22639,0.021163,0.884216,0.014147,0.012058,0.017561,alternative rock,-13.585,0.39399999999999996,0.845,1,0.695
99,Nirvana,Heart-Shaped Box,0.749541,0.017626,0.178538,0.2639,0.089888,0.028573,0.593537,0.015606,0.011578,0.118248,alternative rock,-10.232999999999999,0.677,0.316,1,0.494
100,Nirvana,Milk It,0.159858,0.020794999999999998,0.068523,0.55233,0.548146,0.43245500000000003,0.379769,0.062374,0.185066,0.035677999999999994,alternative rock,-12.354000000000001,0.531,0.532,0,0.46799999999999997
101,Nirvana,Pennyroyal Tea,0.62073,0.117862,0.086663,0.090222,0.313067,0.15740099999999999,0.34878000000000003,0.036907,0.357265,0.28081799999999996,alternative rock,-7.985,0.47700000000000004,0.0488,0,0.504
102,Nirvana,Radio Friendly Unit Shifter,0.440672,0.05979400000000001,0.213558,0.142006,0.48637700000000006,0.689429,0.021322999999999998,0.078819,0.703553,0.707576,alternative rock,-10.367,0.937,0.703,1,0.335
103,Nirvana,Rape Me,0.08972000000000001,0.0070079999999999995,0.06277999999999999,0.65422,0.53828,0.223953,0.24649000000000001,0.288578,0.018318,0.182535,alternative rock,-10.613,0.743,0.259,1,0.41600000000000004
104,Nirvana,Serve the Servants,0.690747,0.0070480000000000004,0.218637,0.10723800000000001,0.321022,0.637096,0.070412,0.040997000000000006,0.105906,0.22146500000000002,alternative rock,-8.673,0.9059999999999999,0.674,1,0.43799999999999994
105,Nirvana,Tourette's,0.31167100000000003,0.461854,0.245029,0.010684,0.0252,0.168148,0.743316,0.048818,0.03046,0.02695,alternative rock,-10.963,0.9129999999999999,0.337,0,0.27
106,Nirvana,Very Ape,0.389687,0.25651399999999996,0.034223,0.233406,0.19478,0.13372,0.548004,0.011771,0.22590300000000002,0.06242999999999999,alternative rock,-9.389,0.879,0.968,1,0.27
107,Stone Temple Pilots,Black Heart,0.111857,0.736538,0.11613299999999999,0.041165,0.042175,0.569168,0.068121,0.192255,0.0050149999999999995,0.035487,alternative metal,-4.388,0.81,0.735,1,0.483
108,Stone Temple Pilots,Cry cry,0.722693,0.010685,0.174765,0.109839,0.307745,0.829983,0.083276,0.023507,0.075066,0.054470000000000005,alternative metal,-3.65,0.6990000000000001,0.82,1,0.5589999999999999
109,Stone Temple Pilots,Out of time,0.684967,0.315332,0.015453,0.0026149999999999997,0.027262,0.33329699999999995,0.152815,0.110507,0.078283,0.253979,alternative metal,-3.3310000000000004,0.951,0.708,1,0.32799999999999996
110,Stone Temple Pilots,Same On The Inside,0.7390439999999999,0.022040999999999998,0.10886900000000001,0.121173,0.29841999999999996,0.173369,0.25445100000000004,0.047310000000000005,0.05198200000000001,0.26388,alternative metal,-3.705,0.9229999999999999,0.462,1,0.451
111,Stone Temple Pilots,Tomorrow,0.56984,0.282518,0.188103,0.013303,0.070217,0.823667,0.026173000000000002,0.288041,0.009393,0.028044,alternative metal,-4.337,0.871,0.49,1,0.313
112,The Whitlams,End of Your World,0.41903599999999996,0.207378,0.231329,0.157396,0.191334,0.12303299999999999,0.35581,0.129437,0.10057,0.46637399999999996,alternative rock,-6.859,0.6729999999999999,0.374,0,0.301
113,The Whitlams,Following My Own Tracks,0.544606,0.089839,0.176313,0.039594,0.430388,0.487604,0.012162000000000001,0.269881,0.09132,0.501833,alternative rock,-5.547999999999999,0.9390000000000001,0.562,1,0.43
114,The Whitlams,Hollow Log,0.096587,0.8245389999999999,0.051979,0.018803,0.005412,0.32153699999999996,0.327071,0.024071000000000002,0.019114,0.020732,alternative rock,-8.869,0.845,0.927,1,0.603
115,The Whitlams,Pass the Flagon,0.28445,0.604597,0.121102,0.031142000000000003,0.020045,0.537496,0.005632,0.42069799999999996,0.12343,0.28830700000000004,alternative rock,-6.917000000000001,0.727,0.86,1,0.642
116,The Whitlams,Shining,0.614027,0.324979,0.12080899999999999,0.004614,0.017601,0.722781,0.07155399999999999,0.360536,0.001506,0.023823,alternative rock,-6.132999999999999,0.868,0.5579999999999999,1,0.23600000000000002
117,The Whitlams,You don't even know my name,0.271079,0.49355699999999997,0.15521300000000002,0.017121,0.072726,0.177392,0.5808,0.13079100000000002,0.060534000000000004,0.068646,alternative rock,-13.14,0.332,0.26899999999999996,1,0.43200000000000005
