,Artist,Song Title,sadness_verse,joy_verse,fear_verse,disgust_verse,anger_verse,sadness_chorus,joy_chorus,fear_chorus,disgust_chorus,anger_chorus,Genre,Loudness,Energy,Danceability,Mode,Valence
0,Bob Brozman,The Lonesome Road,0.45736099999999996,0.204122,0.238156,0.058784,0.029774000000000002,0.051102999999999996,0.551653,0.05519299999999999,0.198594,0.11441199999999999,country blues,-15.873,0.127,0.36,1,0.56
1,Chris Cornell,Before We Disappear,0.317384,0.496134,0.11780999999999998,0.048092,0.109866,0.44261000000000006,0.025406,0.685311,0.035944,0.046943,alternative metal,-5.635,0.6729999999999999,0.326,1,0.39899999999999997
2,Chris Cornell,Bend In The Road,0.191621,0.693554,0.017372,0.003055,0.129111,0.612576,0.24879400000000002,0.13903800000000002,0.064397,0.045792,alternative metal,-5.76,0.58,0.304,1,0.36700000000000005
3,Chris Cornell,Circling,0.569551,0.041718,0.554285,0.025083,0.072979,0.33569299999999996,0.48992399999999997,0.154446,0.026764,0.08544700000000001,alternative metal,-8.071,0.441,0.10400000000000001,1,0.406
4,Chris Cornell,Dead Wishes,0.615354,0.21843600000000002,0.178887,0.10438099999999999,0.04768,0.795809,0.093513,0.102527,0.058302,0.140224,alternative metal,-5.571000000000001,0.716,0.34299999999999997,1,0.5720000000000001
5,Chris Cornell,Higher Truth,0.672986,0.063663,0.131557,0.106099,0.28499,0.47948500000000005,0.217468,0.19661900000000002,0.068438,0.136569,alternative metal,-5.426,0.792,0.611,0,0.595
6,Chris Cornell,Josephine,0.5438850000000001,0.035203,0.193867,0.275321,0.320851,0.123485,0.673944,0.085654,0.07589299999999999,0.122748,alternative metal,-7.057,0.379,0.222,1,0.299
7,Chris Cornell,Let Your Eyes Wander,0.211684,0.626149,0.073351,0.060451,0.108624,0.12998099999999999,0.749993,0.063371,0.04376,0.033951,alternative metal,-10.677999999999999,0.294,0.579,1,0.516
8,Chris Cornell,Misery Chain,0.602662,0.524435,0.14215999999999998,0.092139,0.187927,0.721122,0.19127,0.08519,0.065486,0.129457,alternative metal,-8.73,0.33799999999999997,0.115,0,0.456
9,Chris Cornell,Murderer Of Blue Skies,0.21490399999999998,0.233325,0.09903300000000001,0.141549,0.49976400000000004,0.383639,0.06705599999999999,0.38795100000000005,0.059334000000000005,0.22573600000000002,alternative metal,-6.557,0.745,0.32,1,0.49200000000000005
10,Chris Cornell,Nearly Forgot My Broken Heart,0.375369,0.065137,0.42719799999999997,0.162104,0.338014,0.8851629999999999,0.013675999999999999,0.173622,0.086631,0.0706,alternative metal,-5.426,0.792,0.611,0,0.595
11,Chris Cornell,Only These Words,0.24746700000000002,0.672878,0.043268,0.032027,0.041523000000000004,0.133507,0.6846770000000001,0.069854,0.083578,0.026534,alternative metal,-6.3,0.634,0.789,1,0.556
12,Chris Cornell,Our Time In The Universe,0.358566,0.40178600000000003,0.136081,0.00978,0.201823,0.18825999999999998,0.205945,0.686933,0.016832,0.040598,alternative metal,-6.2379999999999995,0.865,0.415,0,0.521
13,Chris Cornell,Through The Window,0.766712,0.078323,0.134957,0.143501,0.076859,0.799711,0.057615999999999994,0.20591700000000002,0.086355,0.05910700000000001,alternative metal,-6.937,0.479,0.376,1,0.528
14,Chris Cornell,Worried Moon,0.091185,0.476891,0.5136390000000001,0.0033590000000000004,0.004311,0.08746699999999999,0.027292,0.9473020000000001,0.023888999999999997,0.016457,alternative metal,-5.754,0.755,0.479,1,0.534
15,Chris Cornell,Wrong Side,0.639452,0.053253999999999996,0.156443,0.055125,0.38201999999999997,0.41337299999999993,0.14878,0.172499,0.21749000000000002,0.334663,alternative metal,-5.359,0.6609999999999999,0.158,0,0.392
16,Donny Hathaway,Come Little Children,0.697687,0.21568299999999999,0.083594,0.073947,0.049782,0.354858,0.282012,0.21574400000000002,0.152589,0.096697,soul,-7.626,0.7809999999999999,0.861,1,0.685
17,Donny Hathaway,Flying Easy,0.016385,0.9492290000000001,0.014913999999999998,0.0070290000000000005,0.0051140000000000005,0.019508,0.944592,0.024841,0.004111999999999999,0.005147,soul,-10.708,0.726,0.6829999999999999,1,0.544
18,Donny Hathaway,I Love You More Than You'll Ever Know,0.09085,0.713795,0.107607,0.043475,0.056162000000000004,0.376801,0.443461,0.05954299999999999,0.074556,0.131641,soul,-15.617,0.21899999999999997,0.19899999999999998,0,0.304
19,Donny Hathaway,Lord Help Me,0.059698,0.716003,0.022702,0.005684000000000001,0.008867,0.042608999999999994,0.877926,0.053002999999999995,0.003921,0.00626,soul,-7.903,0.523,0.42700000000000005,1,0.419
20,Donny Hathaway,Love love love,0.136344,0.74854,0.128923,0.004604,0.016793000000000002,0.10436600000000001,0.797056,0.083949,0.041533999999999995,0.011629,soul,-8.71,0.636,0.69,1,0.49700000000000005
21,Donny Hathaway,Magdalena,0.45935200000000004,0.20021,0.136999,0.186594,0.286329,0.213641,0.442267,0.37001300000000004,0.014906,0.028064,soul,-9.523,0.778,0.833,1,0.43799999999999994
22,Donny Hathaway,Someday We'll All Be Free,0.07295,0.620038,0.34371,0.012163,0.013722,0.13056099999999998,0.361711,0.101137,0.10056,0.167884,soul,-11.497,0.413,0.249,1,0.379
23,Elliott Smith,A Distorted Reality is Now a Necessity to be Free,0.48438000000000003,0.09350499999999999,0.058717,0.227338,0.45647600000000005,0.24543800000000002,0.713148,0.05363099999999999,0.001375,0.002665,alternative rock,-9.621,0.441,0.294,1,0.575
24,Elliott Smith,A Passing Feeling,0.495476,0.035331,0.185409,0.040119,0.529884,0.498328,0.090286,0.216902,0.20309100000000002,0.14444200000000001,alternative rock,-8.465,0.52,0.16,0,0.368
25,Elliott Smith,Coast To Coast,0.337405,0.01923,0.188802,0.063707,0.6733560000000001,0.24913400000000002,0.027358999999999998,0.23603200000000002,0.012541,0.35731799999999997,alternative rock,-9.802999999999999,0.677,0.174,1,0.183
26,Elliott Smith,Don't Go Down,0.259339,0.47319399999999995,0.178368,0.026683,0.20845300000000003,0.0777,0.610824,0.058362,0.143131,0.09066,alternative rock,-8.206,0.583,0.22899999999999998,1,0.17300000000000001
27,Elliott Smith,King's Crossing,0.071386,0.589084,0.194245,0.04962,0.215675,0.41568999999999995,0.00978,0.083829,0.281077,0.574887,alternative rock,-10.027000000000001,0.34299999999999997,0.0589,0,0.395
28,Elliott Smith,Let's Get Lost,0.160949,0.25199299999999997,0.202323,0.11861400000000001,0.163833,0.669995,0.22384,0.161022,0.024562999999999998,0.06707300000000001,alternative rock,-15.222999999999999,0.337,0.575,0,0.541
29,Elliott Smith,Little One,0.704372,0.11724200000000001,0.185224,0.012136,0.081225,0.120227,0.189661,0.48715,0.004764,0.090209,alternative rock,-14.704,0.135,0.271,1,0.466
30,Elliott Smith,Memory Lane,0.050727999999999995,0.097055,0.48618999999999996,0.186834,0.48899899999999996,0.5210640000000001,0.024529,0.445633,0.08862,0.264371,alternative rock,-12.264000000000001,0.35600000000000004,0.484,0,0.613
31,Elliott Smith,Pretty (Ugly Before),0.34824,0.5137149999999999,0.09805599999999999,0.09700299999999999,0.044646,0.190166,0.709704,0.07749099999999999,0.021506,0.036871,alternative rock,-7.707999999999999,0.509,0.19,1,0.48700000000000004
32,Elliott Smith,Shooting Star,0.30093600000000004,0.541403,0.018086,0.094115,0.132272,0.862848,0.005649,0.174967,0.152429,0.060961,alternative rock,-7.562,0.7979999999999999,0.505,1,0.517
33,Elliott Smith,Strung Out Again,0.105701,0.6472479999999999,0.028227999999999996,0.254386,0.06169500000000001,0.302989,0.030427,0.21049099999999998,0.141373,0.589377,alternative rock,-10.027999999999999,0.36200000000000004,0.212,0,0.45299999999999996
34,Elliott Smith,The Last Hour,0.611254,0.064362,0.374812,0.087512,0.15925899999999998,0.19606099999999999,0.118505,0.290674,0.06993400000000001,0.516092,alternative rock,-17.814,0.171,0.27899999999999997,1,0.594
35,Elliott Smith,Twilight,0.52915,0.43604899999999996,0.070999,0.008801999999999999,0.011067,0.190855,0.7737470000000001,0.046808999999999996,0.003043,0.008008,alternative rock,-13.039000000000001,0.377,0.48700000000000004,1,0.428
36,Germs,American Leather,0.536321,0.04231,0.433583,0.080736,0.245523,0.20858600000000002,0.157994,0.042131,0.450428,0.100388,crossover thrash,-7.2860000000000005,0.9490000000000001,0.69,1,0.289
37,Germs,Caught In My Eye,0.35714,0.099436,0.478995,0.096606,0.29118,0.524226,0.133482,0.382334,0.127875,0.064777,crossover thrash,-15.743,0.799,0.42200000000000004,0,0.364
38,Germs,Communist Eyes,0.205513,0.263982,0.077051,0.505217,0.109643,0.682948,0.026904,0.194555,0.12009,0.184849,crossover thrash,-8.816,0.895,0.855,1,0.361
39,Germs,Dragon Lady,0.6549020000000001,0.093872,0.16842200000000002,0.082116,0.27067800000000003,0.13034300000000001,0.682701,0.034588,0.164348,0.037305,crossover thrash,-8.683,0.7759999999999999,0.732,1,0.39899999999999997
40,Germs,Land of Treason,0.7075520000000001,0.061097000000000005,0.211179,0.14713099999999998,0.12903499999999998,0.526529,0.103647,0.19883199999999998,0.185443,0.31981,crossover thrash,-7.45,0.99,0.461,0,0.45
41,Germs,Let's Pretend,0.594633,0.28764,0.055242999999999993,0.032539,0.148502,0.16869800000000001,0.08469199999999999,0.034214999999999995,0.322718,0.63351,crossover thrash,-7.776,0.986,0.337,0,0.43
42,Germs,Lexicon Devil,0.5738810000000001,0.007456999999999999,0.110402,0.377127,0.304388,0.046873000000000005,0.49672,0.203259,0.14721800000000002,0.13558800000000001,crossover thrash,-7.468999999999999,0.877,0.821,0,0.504
43,Germs,Manimal,0.434141,0.1818,0.28118899999999997,0.212777,0.15262699999999998,0.15284,0.359734,0.102003,0.261818,0.283408,crossover thrash,-8.354,0.956,0.319,0,0.318
44,Germs,Media Blitz,0.372081,0.23779099999999997,0.087935,0.12670399999999998,0.286804,0.29955,0.18220799999999998,0.116551,0.27914,0.29388400000000003,crossover thrash,-11.192,0.8759999999999999,0.721,1,0.44
45,Germs,Our Way,0.827569,0.13736099999999998,0.031863999999999996,0.059773,0.024584,0.260475,0.156555,0.212348,0.273268,0.416508,crossover thrash,-6.882999999999999,0.9520000000000001,0.6920000000000001,1,0.52
46,Germs,Richie Dagger's Crime,0.124419,0.42442399999999997,0.009632,0.44673500000000005,0.181816,0.148952,0.584792,0.041173,0.071061,0.21782600000000002,crossover thrash,-8.297,0.9109999999999999,0.5710000000000001,1,0.379
47,Germs,Shut Down,0.26923,0.24920799999999999,0.216718,0.056214,0.41958999999999996,0.36706,0.179101,0.26018,0.047075,0.257813,crossover thrash,-8.007,0.8240000000000001,0.665,0,0.319
48,Germs,Strange Notes,0.480583,0.19833399999999998,0.13594900000000001,0.145823,0.255458,0.6878029999999999,0.06933500000000001,0.251109,0.094331,0.115548,crossover thrash,-8.196,0.937,0.679,1,0.245
49,Germs,The Other Newest One,0.69112,0.155329,0.251288,0.025730000000000003,0.043637,0.23178800000000002,0.598078,0.162529,0.018328999999999998,0.057238,crossover thrash,-8.228,0.9,0.737,1,0.5720000000000001
50,Germs,The Slave,0.181833,0.301184,0.255796,0.390326,0.079621,0.357404,0.33229699999999995,0.16835999999999998,0.119512,0.193214,crossover thrash,-8.769,0.9490000000000001,0.574,0,0.361
51,Germs,We Must Bleed,0.044885,0.154949,0.209666,0.05864,0.6897909999999999,0.6332720000000001,0.03586,0.3498,0.030551,0.160551,crossover thrash,-7.587000000000001,0.968,0.256,0,0.295
52,Germs,What We Do Is Secret,0.233248,0.693759,0.033701999999999996,0.014503,0.057285,0.118567,0.738488,0.058712,0.025092,0.116876,crossover thrash,-6.507999999999999,0.816,0.843,1,0.518
53,Gin Blossoms,"Hey, Jealousy",0.548445,0.24823,0.157208,0.03683,0.157915,0.1739,0.414045,0.184626,0.083078,0.301673,alternative rock,-7.42,0.785,0.528,0,0.46399999999999997
54,hide,ever free,0.573485,0.364759,0.095961,0.010617,0.054479999999999994,0.298029,0.24393299999999998,0.451842,0.035135,0.057773000000000005,metal,-12.474,0.35700000000000004,0.5489999999999999,1,0.609
55,hide,Hurry go round,0.494021,0.455219,0.061427999999999996,0.042575,0.028054000000000003,0.811072,0.054879,0.20069,0.016141,0.118549,metal,-11.773,0.317,0.7979999999999999,1,0.557
56,hide,Rocket Dive,0.20365,0.613491,0.041586,0.033839,0.134054,0.160707,0.48206400000000005,0.20214000000000001,0.20106300000000002,0.09864500000000001,metal,-13.419,0.374,0.518,1,0.615
57,Jonghyun,#Hashtag,0.1827,0.023385,0.06665,0.37785799999999997,0.657831,0.13761199999999998,0.337696,0.018188,0.356135,0.352973,k-pop,-8.783999999999999,0.46399999999999997,0.652,0,0.86
58,Jonghyun,Before Our Spring,0.065117,0.9128930000000001,0.012306000000000001,0.002553,0.006147,0.209123,0.24983000000000002,0.576325,0.021309,0.068941,k-pop,-9.517999999999999,0.24600000000000002,0.40399999999999997,1,0.634
59,Jonghyun,Grease,0.761584,0.011761,0.190084,0.141059,0.20599,0.742598,0.013113,0.13211900000000001,0.092184,0.321946,k-pop,-3.892,0.779,0.708,1,0.585
60,Jonghyun,Just for a day,0.449842,0.30246100000000004,0.268298,0.047476,0.081678,0.47619700000000004,0.223784,0.21496500000000002,0.052506,0.107518,k-pop,-3.846,0.802,0.36700000000000005,1,0.711
61,Jonghyun,Only One You Need,0.6027140000000001,0.443604,0.734631,0.076049,0.155717,0.267307,0.02988,0.10041699999999999,0.010541,0.033069,k-pop,-3.967,0.799,0.512,0,0.629
62,Jonghyun,Rewind,0.40221999999999997,0.155323,0.10636500000000002,0.129934,0.43082600000000004,0.061936,0.10401700000000001,0.060835,0.009525,0.045087999999999996,k-pop,-5.45,0.7490000000000001,0.535,0,0.922
63,Jonghyun,Sentimental,0.779903,0.027967000000000002,0.323393,0.053784000000000005,0.038872000000000004,0.7208939999999999,0.074478,0.210179,0.128074,0.103155,k-pop,-5.25,0.635,0.396,0,0.466
64,Jonghyun,Shinin',0.091363,0.584091,0.28329099999999996,0.018137999999999998,0.009844,0.014813999999999999,0.567268,0.013415999999999999,0.009428,0.024065,k-pop,-2.873,0.853,0.731,1,0.741
