Artist,Song Title,verse_emotion,chorus_emotion,Genre,Tempo,Loudness,Energy
Joy Division,Love Will Tear Us Apart,0.567964,0.026329,0.126216,0.407658,0.217111,0.168294,0.739203,0.047943,0.017192,0.046608,10,146.83,-8.662,0.902
Joy Division,Passover,0.392831,0.027068,0.200555,0.12222,0.606296,0.505616,0.043611,0.23117,0.158796,0.377571,10,127.977,-11.936,0.577
Joy Division,The Eternal,0.529145,0.428521,0.026457,0.011597,0.077992,0.667754,0.260251,0.071489,0.024603,0.095673,10,109.574,-14.043,0.474
Joy Division,Twenty Four Hours,0.730552,0.190255,0.106638,0.010328,0.088179,0.670602,0.092649,0.28256,0.07206,0.115378,10,131.73,-8.955,0.879
Keith Emerson,"The Endless Enigma Suite, Pt. 1",0.44162,0.011451,0.091995,0.422428,0.418972,0.163249,0.035764,0.418508,0.227693,0.111831,3,87.602,-11.705,0.374
Keith Emerson,"The Endless Enigma Suite, Pt. 2",0.622161,0.20448,0.222568,0.010998,0.107276,0.241784,0.488829,0.22488,0.078679,0.030784,3,77.233,-10.944,0.298
Kim Kwang-seok,Get Up(with Common Ground),0.586045,0.12862,0.095394,0.319971,0.092836,0.283572,0.682317,0.019519,0.005543,0.021421,14,95.006,-6.378,0.516
Kim Kwang-seok,Where the Wind Rises(with Hareem),0.061125,0.777199,0.125988,0.01684,0.057154,0.081916,0.411206,0.546322,0.018625,0.030566,14,107.939,-5.548,0.425
Kingston Wall,Alt-Land-Is,0.465284,0.281263,0.183523,0.078637,0.125565,0.184115,0.606588,0.1114,0.035574,0.128617,3,141.718,-6.346,0.873
Kingston Wall,Another Piece of Cake,0.58534,0.073866,0.138006,0.192299,0.305053,0.510027,0.070523,0.076275,0.066313,0.527358,3,95.799,-7.154,0.759
Kingston Wall,For All Mankind,0.459308,0.434884,0.054538,0.017946,0.09462,0.279149,0.540869,0.070849,0.115085,0.021249,3,135.577,-9.081,0.652
Kingston Wall,"I'm the King, I'm the Sun",0.109941,0.407991,0.064153,0.05587,0.185769,0.201871,0.754232,0.020565,0.005366,0.004209,3,123.395,-6.884,0.893
Kingston Wall,Party Goes On,0.590815,0.147351,0.23483,0.017214,0.201182,0.47907,0.529908,0.074079,0.693614,0.206429,3,143.419,-5.794,0.948
Kingston Wall,Take You to Sweet Harmony,0.223336,0.640638,0.07597,0.072357,0.049433,0.070617,0.889506,0.008587,0.003047,0.031058,3,141.63,-8.204,0.604
Kingston Wall,The Real Thing,0.240363,0.663135,0.061972,0.026975,0.033884,0.466128,0.068156,0.146868,0.273745,0.357941,3,122.994,-10.419,0.397
Kingston Wall,Welcome to the Mirrorland,0.235701,0.34223,0.312909,0.078242,0.131058,0.212012,0.53707,0.151455,0.041498,0.157153,3,111.384,-13.504,0.24
Link 80,Better Than Shit,0.802131,0.032898,0.074154,0.050223,0.264396,0.518599,0.530485,0.114353,0.065583,0.588812,15,113.987,-9.355,0.828
Link 80,For What It's Worth,0.195664,0.191159,0.601323,0.081433,0.545755,0.174987,0.257646,0.209011,0.090991,0.282053,15,106.502,-9.748,0.477
Link 80,No Such Thing,0.473948,0.576551,0.066009,0.577431,0.612862,0.518168,0.025914,0.33371,0.083433,0.388598,15,108.361,-8.832,0.856
Link 80,Packing Up,0.519656,0.351685,0.178429,0.028876,0.088936,0.442672,0.162979,0.186156,0.103657,0.305782,15,112.98,-8.867,0.943
Link 80,The Truth of It,0.831015,0.00617,0.258672,0.089908,0.088225,0.153645,0.020337,0.50495,0.017637,0.61899,15,107.876,-9.482,0.865
Linkin Park,Halfway Right,0.366812,0.006704,0.442687,0.084156,0.490585,0.386694,0.008253,0.609731,0.080569,0.25223,8,134.028,-7.155,0.626
Linkin Park,Heavy (feat. Kiiara),0.389226,0.081558,0.42996,0.052079,0.382186,0.76677,0.221061,0.218376,0.068287,0.130314,8,149.982,-6.098,0.671
Material Issue,A Very Good Thing,0.495735,0.218762,0.201588,0.05049,0.24625,0.14438,0.552532,0.151046,0.017891,0.073528,1,169.549,-5.887,0.891
Material Issue,Kim the Waitress,0.240658,0.564863,0.130713,0.038981,0.108829,0.066475,0.453447,0.01459,0.195947,0.295011,1,130.579,-7.65,0.721
Material Issue,She's Goin' Thru My Head,0.076373,0.829302,0.008171,0.04596,0.058193,0.071945,0.529812,0.127191,0.144779,0.222442,1,93.906,-5.736,0.967
Michael Hutchence,A Straight Line,0.661841,0.102076,0.106755,0.251952,0.059793,0.680657,0.033526,0.136639,0.152501,0.279412,3,122.9,-6.001,0.93
Michael Hutchence,All I'm Saying,0.446246,0.486385,0.061346,0.022756,0.023825,0.400428,0.382832,0.070636,0.05674,0.199603,3,163.954,-8.358,0.518
Michael Hutchence,Baby It's Alright,0.135363,0.010587,0.914667,0.058999,0.066664,0.053835,0.695686,0.044221,0.109212,0.062919,3,95.823,-5.424,0.926
Michael Hutchence,Breathe,0.144716,0.664877,0.020398,0.086942,0.141607,0.30919,0.274053,0.132993,0.176508,0.213041,3,74.926,-8.443,0.61
Michael Hutchence,Don't Save Me from Myself,0.210319,0.704581,0.027728,0.022736,0.048428,0.139307,0.198361,0.08248,0.07836,0.092968,3,111.998,-6.538,0.896
Michael Hutchence,Fear,0.557711,0.07512,0.095104,0.319113,0.224441,0.038942,0.037617,0.949075,0.063753,0.011716,3,114.024,-7.458,0.848
Michael Hutchence,Flesh and Blood,0.705152,0.033663,0.234323,0.141121,0.1726,0.164005,0.226569,0.069627,0.007232,0.02882,3,195.894,-9.292,0.5
Michael Hutchence,Get on the Inside,0.68142,0.04407,0.155721,0.119917,0.301087,0.000672,0.106583,0.000952,8e-06,0.000937,3,93.935,-5.273,0.906
Michael Hutchence,Let Me Show You,0.623823,0.290663,0.075285,0.016844,0.080757,0.30988,0.077656,0.278221,0.18106,0.307732,3,97.99,-7.097,0.851
Michael Hutchence,Possibilities,0.035255,0.846499,0.016996,0.028224,0.091718,0.137872,0.165179,0.24095,0.383377,0.391719,3,127.088,-7.211,0.684
Michael Hutchence,Put the Pieces Back Together,0.514745,0.395871,0.048346,0.074605,0.064766,0.095411,0.421303,0.100467,0.436503,0.063981,3,94.471,-6.253,0.855
Michael Hutchence,She Flirts for England,0.288712,0.536136,0.133747,0.009535,0.104669,0.214118,0.20067,0.037313,0.047873,0.067958,3,177.96,-6.851,0.852
Michael Hutchence,Slide Away,0.668278,0.07478,0.379628,0.035785,0.030107,0.233663,0.679043,0.061665,0.040177,0.021174,3,109.879,-9.217,0.608
Nick Drake,From the Morning,0.09413,0.698839,0.164126,0.064712,0.029126,0.239766,0.630407,0.018633,0.074498,0.044183,3,109.002,-19.092,0.161
Nick Drake,Parasite,0.384674,0.526892,0.026123,0.056898,0.047036,0.026767,0.113913,0.115169,0.456224,0.03855,3,131.391,-16.472,0.204
Nick Drake,Pink Moon,0.079012,0.561225,0.128174,0.228709,0.062936,0.009383,0.480726,0.022221,0.050707,0.008128,3,82.321,-15.435,0.26
Nick Drake,Place to Be,0.370682,0.471549,0.132857,0.019395,0.110395,0.291535,0.631843,0.04209,0.011042,0.061074,3,83.343,-16.29,0.223
