Artist,Song Title,verse,chorus
Ed Sheeran,Shape of You,[verse] The club isn't the best place to find a lover So the bar is where I go Me and my friends at the table doing shots Drinking fast and then we talk slow And you come over and start up a conversation with just me And trust me I'll give it a chance now Take my hand stop put Van the Man on the jukebox And then we start to dance and now I'm singing like  [verse] One week in we let the story begin We're going out on our first date You and me are thrifty so go all you can eat Fill up your bag and I fill up a plate We talk for hours and hours about the sweet and the sour And how your family is doing okay Leave and get in a taxi then kiss in the backseat Tell the driver make the radio play and I'm singing like ,[chorus] I'm in love with the shape of you We push and pull like a magnet do Although my heart is falling too I'm in love with your body And last night you were in my room And now my bed sheets smell like you Every day discovering something brand new I'm in love with your body Oh—I—oh—I—oh—I—oh—I I'm in love with your body Oh—I—oh—I—oh—I—oh—I I'm in love with your body Oh—I—oh—I—oh—I—oh—I I'm in love with your body Every day discovering something brand new I'm in love with the shape of you  [chorus] I'm in love with the shape of you We push and pull like a magnet do Although my heart is falling too I'm in love with your body And last night you were in my room And now my bed sheets smell like you Every day discovering something brand new I'm in love with your body I'm in love with your body I'm in love with your body I'm in love with your body Every day discovering something brand new I'm in love with the shape of you  [chorus] I'm in love with the shape of you We push and pull like a magnet do Although my heart is falling too I'm in love with your body Last night you were in my room And now my bed sheets smell like you Every day discovering something brand new I'm in love with your body Come on be my baby come on Come on be my baby come on I'm in love with your body Come on be my baby come on Come on be my baby come on I'm in love with your body Come on be my baby come on Come on be my baby come on I'm in love with your body Every day discovering something brand new I'm in love with the shape of you
Eminem,Lose Yourself,[verse] His palms are sweaty knees weak arms are heavy There's vomit on his sweater already—Mom's spaghetti He's nervous but on the surface he looks calm and ready To drop bombs but he keeps on forgetting What he wrote down the whole crowd goes so loud He opens his mouth but the words won't come out He's choking how? Everybody's joking now The clock's run out time's up over—blaow! Snap back to reality oh there goes gravity Oh there goes Rabbit he choked he's so mad But he won't give up that easy no he won't have it He knows his whole back's to these ropes it don't matter he's dope He knows that but he's broke he's so stagnant he knows When he goes back to this mobile home that's when it's Back to the lab again yo this whole rhapsody Better go capture this moment and hope it don't pass him  [verse] His soul's escaping through this hole that is gaping This world is mine for the taking make me king As we move toward a New World Order A normal life is boring but superstardom's Close to post-mortem it only grows harder Homie grows hotter he blows it's all over These hoes is all on him coast-to-coast shows He's known as the Globetrotter lonely roads God only Knows he's grown farther from home he's no father He goes home and barely knows his own daughter But hold your nose 'cause here goes the cold water These hoes don't want him no mo' he's cold product They moved on to the next schmoe who flows He nose-dove and sold nada and so the soap opera Is told it unfolds I suppose it's old partner But the beat goes on—da-da-dom da-dom dah-dah dah-dah  [verse] No more games I'ma change what you call rage Tear this motherfuckin' roof off like two dogs caged I was playin' in the beginning the mood all changed I've been chewed up and spit out and booed off stage But I kept rhymin' and stepped right in the next cypher Best believe somebody's payin' the Pied Piper All the pain inside amplified by the Fact that I can't get by with my nine-to- five and I can't provide the right type of life for my family 'Cause man these goddamn food stamps don't buy diapers And there's no movie there's no Mekhi Phifer this is my life And these times are so hard and it's gettin' even harder Tryna feed and water my seed plus teeter-totter Caught up between bein' a father and a prima donna Baby mama drama screamin' on her too much for me To wanna stay in one spot another day of monotony's gotten me To the point I'm like a snail I've got To formulate a plot or end up in jail or shot Success is my only motherfuckin' option—failure's not Mom I love you but this trailer's got to go I cannot grow old in Salem's Lot So here I go it's my shot feet fail me not This may be the only opportunity that I got ,[chorus] You better lose yourself in the music The moment you own it you better never let it go You only get one shot do not miss your chance to blow This opportunity comes once in a lifetime yo You better lose yourself in the music The moment you own it you better never let it go You only get one shot do not miss your chance to blow This opportunity comes once in a lifetime yo You better…  [chorus] You better lose yourself in the music The moment you own it you better never let it go You only get one shot do not miss your chance to blow This opportunity comes once in a lifetime yo You better lose yourself in the music The moment you own it you better never let it go You only get one shot do not miss your chance to blow This opportunity comes once in a lifetime yo You better…  [chorus] You better lose yourself in the music The moment you own it you better never let it go You only get one shot do not miss your chance to blow This opportunity comes once in a lifetime yo You better lose yourself in the music The moment you own it you better never let it go You only get one shot do not miss your chance to blow This opportunity comes once in a lifetime yo You better…
Eminem,Love the Way You Lie,[verse] You ever love somebody so much You can barely breathe when you're with 'em? You meet and neither one of you even know what hit 'em Got that warm fuzzy feelin' Yeah them chills used to get 'em Now you're gettin' fuckin' sick of lookin' at 'em? You swore you'd never hit 'em never do nothin' to hurt 'em Now you're in each other's face Spewin' venom in your words when you spit 'em You push pull each other's hair scratch claw bit 'em Throw 'em down pin 'em So lost in the moments when you're in 'em It's the rage that took over it controls you both So they say it's best to go your separate ways Guess that they don't know ya 'Cause today that was yesterday yesterday is over It's a different day sound like broken records playin' over But you promised her next time you'd show restraint You don't get another chance life is no Nintendo game But you lied again Now you get to watch her leave out the window Guess that's why they call it window pane  [verse] Now I know we said things did things that we didn't mean And we fall back into the same patterns same routines But your temper's just as bad as mine is You're the same as me when it comes to love You're just as blinded baby please Come back it wasn't you baby it was me Maybe our relationship isn't as crazy as it seems Maybe that's what happens when a tornado meets a volcano All I know is I love you too much to walk away though Come inside pick up your bags off the sidewalk Don't you hear sincerity in my voice when I talk? Told you this is my fault look me in the eyeball Next time I'm pissed I'll aim my fist at the drywall Next time? There won't be no next time! I apologize even though I know it's lies I'm tired of the games I just want her back I know I'm a liar if she ever tries to fuckin' leave again I'ma tie her to the bed and set this house on fire ,[chorus] Just gonna stand there and watch me burn Well that's all right Because I like the way it hurts Just gonna stand there and hear me cry Well that's all right Because I love the way you lie I love the way you lie I love the way you lie  [chorus] Just gonna stand there and watch me burn Well that's all right Because I like the way it hurts Just gonna stand there and hear me cry Well that's all right Because I love the way you lie I love the way you lie I love the way you lie  [chorus] Just gonna stand there and watch me burn Well that's all right Because I like the way it hurts Just gonna stand there and hear me cry Well that's all right Because I love the way you lie I love the way you lie I love the way you lie
Eminem,Rap God,"[verse] But for me to rap like a computer it must be in my genes I got a laptop in my back pocket My pen'll go off when I half-cock it Got a fat knot from that rap profit Made a livin' and a killin' off it Ever since Bill Clinton was still in office With Monica Lewinsky feelin' on his nutsack I'm an MC still as honest But as rude and as indecent as all hell Syllables skill-a-holic (kill 'em all with) This flippity dippity-hippity hip-hop You don't really wanna get into a pissin' match With this rappity brat packin' a MAC in the back of the Ac' Backpack rap crap yap-yap yackety-yack And at the exact same time I attempt these lyrical acrobat stunts while I'm practicin' that I'll still be able to break a motherfuckin' table Over the back of a couple of faggots and crack it in half Only realized it was ironic I was signed to Aftermath after the fact How could I not blow? All I do is drop F-bombs Feel my wrath of attack Rappers are havin' a rough time period here's a maxi pad It's actually disastrously bad for the wack While I'm masterfully constructing this masterpièce  [verse] Well to be truthful the blueprint's Simply rage and youthful exuberance Everybody loves to root for a nuisance Hit the Earth like an asteroid Did nothing but shoot for the Moon since (Pew!) MC's get taken to school with this music 'Cause I use it as a vehicle to ""bust a rhyme"" Now I lead a new school full of students Me? I'm a product of Rakim Lakim Shabazz 2Pac N.W.A Cube hey Doc Ren Yella Eazy thank you they got Slim Inspired enough to one day grow up blow up and be in a position To meet Run–D.M.C. and induct them Into the motherfuckin' Rock and Roll Hall of Fame Even though I'll walk in the church and burst in a ball of flames Only Hall of Fame I'll be inducted in is the alcohol of fame On the wall of (shame) You fags think it's all a game 'til I walk a flock of flames Off a plank and tell me what in the fuck are you thinkin'? Little gay-lookin' boy So gay I can barely say it with a straight face lookin' boy You're witnessin' a massacre Like you're watching a church gathering take place lookin' boy ""Oy vey that boy's gay!"" – that's all they say lookin' boy You get a thumbs up pat on the back And a ""way to go"" from your label every day lookin' boy Hey lookin' boy! What you say lookin' boy? I get a ""hell yeah"" from Dre lookin' boy I'ma work for everything I have never ask nobody for shit Get outta my face lookin' boy! Basically boy you're never gonna be capable Of keepin' up with the same pace lookin' boy 'cause—  [verse] So you'll be Thor and I'll be Odin You're rodent I'm omnipotent Let off then I'm reloadin' Immediately with these bombs I'm totin' And I should not be woken I'm the walkin' dead but I'm just a talkin' head a zombie floatin' But I got your mom deep-throatin' I'm out my Ramen Noodle We have nothin' in common poodle I'm a Doberman pinch yourself in the arm and pay homage pupil It's me my honesty's brutal But it's honestly futile if I don't utilize what I do though For good at least once in a while So I wanna make sure somewhere in this chicken scratch I scribble and doodle enough rhymes To maybe try to help get some people through tough times But I gotta keep a few punchlines Just in case 'cause even you unsigned Rappers are hungry lookin' at me like it's lunchtime I know there was a time where once I Was king of the underground But I still rap like I'm on my Pharoahe Monch grind So I crunch rhymes but sometimes when you combine Appeal with the skin color of mine You get too big and here they come tryin' To censor you like that one line I said on ""I'm Back"" from The Mathers LP 1 when I Tried to say I'll take seven kids from Columbine Put 'em all in a line add an AK-47 a revolver and a 9 See if I get away with it now that I ain't as big as I was but I'm Morphin' into an immortal comin' through the portal You're stuck in a time warp from 2004 though And I don't know what the fuck that you rhyme for You're pointless as Rapunzel with fuckin' cornrows You write normal? Fuck being normal! And I just bought a new raygun from the future Just to come and shoot ya like when Fabolous made Ray J mad 'Cause Fab said he looked like a fag at Mayweather's pad Singin' to a man while they played piano Man oh man that was a 24/7 special on the cable channel So Ray J went straight to the radio station The very next day ""Hey Fab I'ma kill you!"" Lyrics comin' at you at supersonic speed (J.J. Fad) Uh summa-lumma dooma-lumma you assumin' I'm a human What I gotta do to get it through to you? I'm superhuman Innovative and I'm made of rubber so that anything you say is ricochetin' off of me and it'll glue to you and I'm devastating more than ever demonstrating How to give a motherfuckin' audience a feeling like it's levitating Never fading and I know the haters are forever waiting For the day that they can say I fell off they'll be celebrating 'Cause I know the way to get 'em motivated I make elevating music you make elevator music ""Oh he's too mainstream."" Well that's what they do when they get jealous they confuse it ""It's not hip-hop it's pop"" – 'cause I found a hella way to fuse it With rock shock rap with Doc Throw on ""Lose Yourself"" and make 'em lose it ""I don't know how to make songs like that I don't know what words to use."" Let me know when it occurs to you While I'm rippin' any one of these verses that versus you It's curtains I'm inadvertently hurtin' you How many verses I gotta murder to Prove that if you were half as nice Your songs you could sacrifice virgins to? Ungh school flunky pill junkie But look at the accolades these skills brung me Full of myself but still hungry I bully myself 'cause I make me do what I put my mind to And I'm a million leagues above you Ill when I speak in tongues but it's still tongue-in-cheek fuck you! I'm drunk – so Satan take the fucking wheel I'ma sleep in the front seat Bumpin' Heavy D and the Boyz still ""Chunky but Funky"" But in my head there's something I can feel tugging and struggling Angels fight with devils and here's what they want from me They're askin' me to eliminate some of the women hate But if you take into consideration the bitter hatred I have then you may be a little patient And more sympathetic to the situation And understand the discrimination But fuck it life's handin' you lemons make lemonade then! But if I can't batter the women How the fuck am I supposed to bake them a cake then? Don't mistake him for (Satan); it's a fatal mistake If you think I need to be overseas and take a vacation To trip a broad and make her fall on her face and Don't be a retard – be a king? Think not Why be a king when you can be a God?",[chorus] I'm beginnin' to feel like a Rap God Rap God All my people from the front to the back nod back nod Now who thinks their arms are long enough to slap box slap box? They said I rap like a robot so call me Rap-bot  [chorus] 'Cause I'm beginnin' to feel like a Rap God Rap God All my people from the front to the back nod back nod Now who thinks their arms are long enough to slap box slap box? Let me show you maintainin' this shit ain't that hard that hard Everybody want the key and the secret To rap immortality like I have got  [chorus] I'm beginnin' to feel like a Rap God Rap God All my people from the front to the back nod back nod The way I'm racin' around the track call me NASCAR NASCAR Dale Earnhardt of the trailer park the White Trash God Kneel before General Zod This planet's Krypton – no Asgard Asgard 
Harry Styles,Ever Since New York,[verse] Tell me something tell me something You don’t know nothing just pretend you do I need something tell me something new Choose your words 'cause there's no antidote For this curse oh what's it waiting for? Must this hurt you just before you go?  [verse] Brooklyn saw me empty at the news There's no water inside this swimming pool Almost over had enough from you And I've been praying I never did before Understand I'm talking to the walls I've been praying ever since New York ,[chorus] Oh tell me something I don't already know Oh tell me something I don't already know  [chorus] Oh tell me something I don't already know Oh tell me something I don't already know Oh tell me something I don't already know Oh tell me something I don't already know  [chorus] Oh tell me something I don't already know Oh tell me something I don't already know Oh tell me something I don't already know Oh tell me something I don't already know
Harry Styles,Kiwi,[verse] She worked her way through a cheap pack of cigarettes Hard liquor mixed with a bit of intellect And all the boys they were saying they were into it Such a pretty face on a pretty neck  [verse] It's New York baby always jacked up Holland Tunnel for a nose it's always backed up When she's alone she goes home to a cactus In a black dress she's such a such an actress ,"[chorus] She's driving me crazy but I'm into it but I'm into it I'm kinda into it It's getting crazy I think I'm losing it I think I'm losing it I think she said ""I'm having your baby it's none of your business"" ""I'm having your baby it's none of your business"" ""I'm having your baby it's none of your business"" ""I'm having your baby it's none of your it's none of your""  [chorus] Driving me crazy but I'm into it but I'm into it I'm kinda into it It's getting crazy I think I'm losing it I think I'm losing it Oh I think she said ""I'm having your baby it's none of your business"" ""I'm having your baby it's none of your business"" (it's none of your it's none of your) ""I'm having your baby it's none of your business"" ""I'm having your baby it's none of your it's none of your""  [chorus] It's none of your it's none of your ""I'm having your baby it's none of your business"" ""I'm having your baby it's none of your business"" (it's none of your none of your) ""I'm having your baby it's none of your business"" ""I'm having your baby it's none of your business"" (it's none of your none of your)"
Harry Styles,Sign of the Times,[verse] Just stop your crying it's a sign of the times Welcome to the final show Hope you're wearing your best clothes You can't bribe the door on your way to the sky You look pretty good down here But you ain't really good  [verse] Just stop your crying have the time of your life Breaking through the atmosphere And things are pretty good from here Remember everything will be alright We can meet again somewhere Somewhere far away from here ,[chorus] Just stop your crying it's a sign of the times We gotta get away from here We gotta get away from here Just stop your crying it'll be alright They told me that the end is near We gotta get away from here  [chorus] Just stop your crying it's a sign of the times We gotta get away from here We gotta get away from here Stop your crying baby it'll be alright They told me that the end is near We gotta get away from here
Harry Styles,Two Ghosts,[verse] Same lips red same eyes blue Same white shirt couple more tattoos But it's not you and it's not me Tastes so sweet looks so real Sounds like something that I used to feel But I can't touch what I see  [verse] The fridge light washes this room white Moon dances over your good side This was all we used to need Tongue-tied like we've never known Telling those stories we already told 'Cause we don't say what we really mean ,[chorus] We're not who we used to be We're not who we used to be We're just two ghosts standing in the place of you and me Trying to remember how it feels to have a heartbeat  [chorus] We're not who we used to be We're not who we used to be We're just two ghosts standing in the place of you and me We're not who we used to be We're not who we used to be We're just two ghosts swimming in a glass half empty Trying to remember how it feels to have a heartbeat We're not who we used to be We're not who we used to be We're just two ghosts standing in the place of you and me We're not who we used to be We don't see what we used to see We're just two ghosts swimming in a glass half empty Trying to remember how it feels to have a heartbeat
Hozier,From Eden,[verse] Babe there's something tragic about you Something so magic about you Don't you agree? Babe there's something lonesome about you Something so wholesome about you Get closer to me  [verse] Babe there’s something wretched about this Something so precious about this Where to begin? Babe there’s something broken about this But I might be hoping about this Oh what a sin,[chorus] Honey you're familiar like my mirror years ago Idealism sits in prison chivalry fell on its sword Innocence died screaming honey ask me I should know I slithered here from Eden just to sit outside your door  [chorus] Honey you're familiar like my mirror years ago Idealism sits in prison chivalry fell on its sword Innocence died screaming honey ask me I should know I slithered here from Eden just to sit outside your door Honey you're familiar like my mirror years ago Idealism sits in prison chivalry fell on its sword Innocence died screaming honey ask me I should know I slithered here from Eden just to hide outside your door
Hozier,Like Real People Do,[verse] I had a thought dear However scary About that night The bugs and the dirt Why were you digging? What did you bury Before those hands pulled me From the earth? [verse] I knew that look dear Eyes always seeking Was there in someone That dug long ago So I will not ask you Why you were creeping In some sad way I already know,[chorus] Honey just put your sweet lips on my lips We should just kiss like real people do  [chorus] Honey just put your sweet lips on my lips We should just kiss like real people do [Chorus] Honey just put your sweet lips on my lips We could just kiss like real people do
Hozier,Someone New,[verse] Go and take this the wrong way You knew who I was with every step that I ran to you Only blue or black days Electing strange perfections in any stranger I choose  Would things be easier if there was a right way? Honey there is no right way  [verse] There's an art to life's distraction To somehow escape the burning weight – the art of scraping through Some like to imagine The dark caress of someone else I guess any thrill will do  Would things be easier if there was a right way? Honey there is no right way ,[chorus] So I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new  [chorus] So I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new [chorus] So I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit everyday  Luck with every stranger The stranger the better Luck with every stranger The stranger the better Luck with every stranger The stranger the better Luck with every stranger The stranger the better  [chorus] So I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new I fall in love just a little oh little bit Everyday with someone new
Hozier,Take Me to Church,"[verse] My lover's got humour She's the giggle at a funeral Knows everybody's disapproval I should've worshipped her sooner If the heavens ever did speak She's the last true mouthpiece Every Sunday's getting more bleak A fresh poison each week ""We were born sick"" You heard them say it My church offers no absolutes She tells me ""worship in the bedroom"" The only heaven I'll be sent to Is when I'm alone with you I was born sick but I love it Command me to be well  [verse] If I'm a pagan of the good times My lover's the sunlight To keep the goddess on my side She demands a sacrifice Drain the whole sea Get something shiny Something meaty for the main course That's a fine looking high horse What you got in the stable? We've a lot of starving faithful That looks tasty That looks plenty This is hungry work ",[chorus] Take me to church I'll worship like a dog at the shrine of your lies I'll tell you my sins and you can sharpen your knife Offer me that deathless death Good God let me give you my life Take me to church I'll worship like a dog at the shrine of your lies I'll tell you my sins and you can sharpen your knife Offer me that deathless death Good God let me give you my life  [chorus] Take me to church I'll worship like a dog at the shrine of your lies I'll tell you my sins so you can sharpen your knife Offer me my deathless death Good God let me give you my life  [chorus] Take me to church I'll worship like a dog at the shrine of your lies I'll tell you my sins so you can sharpen your knife Offer me my deathless death Good God let me give you my life  [chorus] Take me to church I'll worship like a dog at the shrine of your lies I'll tell you my sins and you can sharpen your knife Offer me that deathless death Good God let me give you my life Take me to church I'll worship like a dog at the shrine of your lies I'll tell you my sins and you can sharpen your knife Offer me that deathless death Good God let me give you my life
Hozier,Work Song,[verse] Boys workin on empty Is that the kinda way to face the burning heat? I just think about my baby I'm so full of love I could barely eat There's nothing sweeter than my baby I never want once from the cherry tree Cause my baby's sweet as can be She give me toothaches just from kissin me  [verse] That's when my baby found me I was three days on a drunken sin I woke with her walls around me Nothin in her room but an empty crib And I was burnin up a fever I didn't care much how long I lived But I swear I thought I dreamed her She never asked me once about the wrong I did ,[chorus] When my time comes around Lay me gently in the cold dark earth No grave can hold my body down I'll crawl home to her  [chorus] When my time comes around Lay me gently in the cold dark earth No grave can hold my body down I'll crawl home to her When my time comes around Lay me gently in the cold dark earth No grave can hold my body down I'll crawl home to her   [csshorus] When my time comes around Lay me gently in the cold dark earth No grave can hold my body down I'll crawl home to her When my time comes around Lay me gently in the cold dark earth No grave can hold my body down I'll crawl home to her  
Jakob Dylan,All Day And All Night,[verse] I been working double shift all night Now bees make honey I'm making mine Good men are busy all the time I been working double shift all night My line of work oh it suits me fine Split that apple and chuck that rind Pull no wishbone that ain't dry My line of work oh it suits me fine Sweet you ramble sweet you roll All through the bedrock of my soul I got more good luck than I'll ever use All day and all night like a mule [verse] It's on back to work they say Now pull your hammer high and straight Lay your boards out and drag that rake Get on back to work they say Get what you got return what you use Now tell me young man: Whose dog are you? Got bigger secrets than you do All day and all night like a mule  My line of work suits me fine My line of work suits me fine My line of work suits me fine My line of work,[chorus] Fat faced farmer off'a my land Cross me twice you'll understand Now me and Delia now we're more than friends Fat faced farmer off'a my land See how high your monkey jumps Peel that fruit back now gimme some Now let this evening do what it does See how high your monkey jumps I'm gearing up not to get small I do it big or don't do it at all Ain't got no baggage that I can't use All day and all night like a mule
Jakob Dylan,Costa Rica,[verse] Lay your worries Down at your door Now my loves Like an open shore Throw your suitcase Sweetheart overboard Now tired eyes In winter clothes You ain't got nothing You can't let go Now tell your mother You love her She already knows Now Costa Rica We got nothing to do [verse] Now every moments Been leading to this We're going somewhere We won't be missed Now roll us Under the waves With one last kiss Now when the nights Hang dark And the sun Don't burn We May or may Not ever return Costa Rica,[chorus] Yeah When the nights Hang dark And the sun Won't burn You may or may not Ever return Going under with you Now thumb nail moon Hanging high So quiet up There shining bright Now dance a little And share This bottle of wine No more ups No more downs Now love of someday Has just come around Watching the clouds Flowing by while Our skins Turning brown Now Costa Rica We got Nothing to do Yeah When the nights Hang dark And the sun Won't burn We may or may not Ever return Going under With you
Jakob Dylan,Down on Our Own Shield,[verse] Oh it's a struggle it's a scrape It's all give and no take Whatever it is now Is right up to our waist Oh it's a pity it's a shame To see it all slip away I've seen you worried babe But never this way  Oh it's a river of tears And we're in over our ears In the dark it rides off with our better years Oh it's a bottomless well It's a little overkill It's the end of a dragon's tail That's whipping around our heels ,[chorus] But we don't bow We make no deals Now we go down we go Down on our own shield  In this corner ladies and gentlemen weighing in All along my love for her is strong We scaled pillars to be here tonight It's not the kind'a trick that you get to pull twice
Jessie J,Abracadabra,[verse] I don't wanna be the reason we don't get down So I'ma let you do the leading and follow you now See I just don't usually do this but you're bringing me out All the doubts I had have gone away When you're touching me I'm not afraid  [verse] I didn't even see you coming It was such a surprise I wasn't expecting nothing Now I'm lit up inside Your bringing out all the colours No more black and white You won the race and got the gold So here I am we're good to go ,[chorus] 'Cause you got my heart on lock It's so unreal you know Don't want this to stop You're so damn keepable Feel your magic touch it's unbelievable I gotta have ya like abracadabra You got my heart on lock It's so unreal you know Don't want this to stop You're so damn keepable Feel your magic touch it's unbelievable I gotta have ya like abracadabra  [chorus] 'Cause you got my heart on lock It's so unreal you know Don't want this to stop You're so damn keepable Feel your magic touch it's unbelievable I gotta have ya like abracadabra You got my heart on lock It's so unreal you know Don't want this to stop You're so damn keepable Feel your magic touch it's unbelievable I gotta have ya like abracadabra  [chorus] 'Cause you got my heart on lock It's so unreal you know Don't want this to stop You're so damn keepable Feel your magic touch it's unbelievable I gotta have ya like abracadabra 'Cause you got my heart on lock It's so unreal you know Don't want this to stop You're so damn keepable Feel your magic touch it's unbelievable I gotta have ya like abracadabra
Jessie J,Alive,[verse] This is it now it's in our hands I know you feel it We could have quit but we choose to dance B-best believe it  [verse] Here we are now it's in our hands Oh yeah we feel it Don't let it stop we got to dance B-best believe it ,[chorus] Let me see your hands up high Don't wait own it because tonight We're flying free like birds in the sky Cause we're alive Let's raise a glass to you and I Let's show and tell that we survived We're flying free like birds in the sky Cause we're alive 1 2 3 we're alive 1 2 3 so alive 1 2 3 we're alive 1 2 3 so alive Alive alive  [chorus] Let me see your hands up high Don't wait own it because tonight We're flying free like birds in the sky Cause we're alive Let's raise a glass to you and I Let's show and tell that we survived We're flying free like birds in the sky Cause we're alive 1 2 3 we're alive 1 2 3 so alive 1 2 3 we're alive 1 2 3 so alive Alive alive  [chorus] Let me see your hands up high Don't wait own it because tonight We're flying free like birds in the sky Cause we're alive Let's raise a glass to you and I Let's show and tell that we survived We're flying free like birds in the sky Cause we're alive 1 2 3 we're alive 1 2 3 so alive 1 2 3 we're alive 1 2 3 so alive Alive alive
Jessie J,Bang Bang,[verse] She got a body like an hourglass But I can give it to you all the time She got a booty like a Cadillac But I can send you into overdrive (You've been waiting for that step on up swing your bat) See anybody could be bad to you You need a good girl to blow your mind yeah [verse] She might've let you hold her hand in school But I'mma show you how to graduate No I don't need to hear you talk the talk Just come and show me what your momma gave oh yeah (I heard you've got a very big shhh mouth but don’t say a thing) See anybody could be good to you You need a bad girl to blow your mind,[chorus] Bang bang into the room (I know you want it) Bang bang all over you (I’ll let you have it) Wait a minute let me take you there (ah) Wait a minute 'til you (ahhh hey!) Bang bang there goes your heart (I know you want it) Back back seat of my car (I’ll let you have it) Wait a minute let me take you there (ah) Wait a minute 'til you (ahhh hey!) [chorus] Bang bang into the room (I know you want it) Bang bang all over you (I’ll let you have it) Wait a minute let me take you there (ah) Wait a minute 'til you (ahhh hey!) Bang bang there goes your heart (I know you want it) Back back seat of my car (I’ll let you have it) Wait a minute let me take you there (ah) Wait a minute 'til you (ahhh hey!) [chorus] Bang bang bang bang ooh Yeah yeah yeah yeah ooh Bang bang bang bang ooh Yeah yeah yeah yeah ooh B to the A to the N to the G to the hey B to the A to the N to the G to the hey B to the A to the N to the G to the hey B to the A to the N to the G to the hey  Bang bang into the room (I know you want it) Bang bang all over you (I’ll let you have it) Wait a minute let me take you there (ah) Wait a minute 'til you (ahhh hey!) Bang bang there goes your heart (I know you want it) Back back seat of my car (I’ll let you have it) Wait a minute let me take you there (ah) Wait a minute 'til you (ahhh hey!) Bang bang into the room (I know you want it) Bang bang all over you (I’ll let you have it) Bang bang Bang bang there goes your heart (I know you want it) Back back seat of my car (I’ll let you have it) Wait a minute let me take you there (ah) Wait a minute 'til you (ahhh hey!)
Jessie J,Domino,[verse] I'm feeling sexy and free Like glitter's raining on me You're like a shot of pure gold I think I'm 'bout to explode  [verse] You got me losing my mind My heart beats out of time I'm seeing Hollywood stars You strum me like a guitar ,[chorus] Rock my world until the sunlight Make this dream the best I've ever known Dirty dancing in the moonlight Take me down like I'm a domino Every second is a highlight When we touch don't ever let me go Dirty dancing in the moonlight Take me down like I'm a domino  [chorus] Rock my world until the sunlight Make this dream the best I've ever known Dirty dancing in the moonlight Take me down like I'm a domino Every second is a highlight When we touch don't ever let me go Dirty dancing in the moonlight Take me down like I'm a domino  [chorus] Rock my world until the sunlight Make this dream the best I've ever known Dirty dancing in the moonlight Take me down like I'm a domino Every second is a highlight When we touch don't ever let me go Dirty dancing in the moonlight Take me down like I'm a domino
Jessie J,Price Tag,[verse] Seems like everybody's got a price I wonder how they sleep at night When the sale comes first and the truth comes second Just stop for a minute and smile Why is everybody so serious? Acting so damn mysterious Got shades on your eyes And your heels so high that you can't even have a good time  [verse] We need to take it back in time When music made us all unite And it wasn't low blows and video hoes Am I the only one getting tired? Why is everybody so obsessed? Money can't buy us happiness Can we all slow down and enjoy right now? Guarantee we'll be feeling alright  [verse] Well keep the price tag and take the cash back Just give me six strings and a half stack And you can keep the cars leave me the garage And all I yes all I need are keys and guitars And it's within 30 seconds I'm leaving to Mars Yeah we leaping across these undefeatable odds It's like this man you can't put a price on a life We do this for the love so we fight and sacrifice every night So we ain't gon stumble and fall never Waiting to see this in the sign of defeat uh-uh So we gon keep everyone moving their feet So bring back the beat and then everyone sing ,[chorus] It's not about the money money money We don't need your money money money We just wanna make the world dance Forget about the price tag Ain't about the uh cha-ching cha-ching Ain't about the yeah ba-bling ba-bling Wanna make the world dance Forget about the price tag  [chorus] It's not about the money money money We don't need your money money money We just wanna make the world dance Forget about the price tag Ain't about the uh cha-ching cha-ching Ain't about the yeah ba-bling ba-bling Wanna make the world dance Forget about the price tag  [chorus] It's not about the money money money We don't need your money money money We just wanna make the world dance Forget about the price tag Ain't about the uh cha-ching cha-ching Ain't about the yeah ba-bling ba-bling Wanna make the world dance Forget about the price tag It's not about the money money money We don't need your money money money We just wanna make the world dance Forget about the price tag Ain't about the uh cha-ching cha-ching Ain't about the yeah ba-bling ba-bling Wanna make the world dance Forget about the price tag   
John Lennon,#9 Dream,[verse] So long ago Was it in a dream was it just a dream? I know yes I know Seemed so very real it seemed so real to me Took a walk down the street Through the heat whispered trees I thought I could hear (hear hear hear) Somebody call out my name as it started to rain Two spirits dancing so strange  [verse] Dream dream away Magic in the air was magic in the air? I believe yes I believe More I cannot say what more can I say? On a river of sound Through the mirror go around around I thought I could feel (feel feel feel) Music touching my soul something warm sudden cold The spirit dance was unfolding ,[chorus] Ah! böwakawa poussé poussé Ah! böwakawa poussé poussé Ah! böwakawa poussé poussé [chorus] Ah! böwakawa poussé poussé Ah! böwakawa poussé poussé Ah! böwakawa poussé poussé  
