Artist,Song Title,verse,chorus
Rihanna,Stay,"[verse] All along it was a fever A cold sweat hot-headed believer I threw my hands in the air said show me something He said ""If you dare come a little closer"" Round and around and around and around we go Oh now tell me now tell me now tell me now you know  [verse] It's not much of a life you're living It's not just something you take it's given Round and around and around and around we go Oh now tell me now tell me now tell me now you know ",[chorus] Not really sure how to feel about it Something in the way you move Makes me feel like I can't live without you And it takes me all the way I want you to stay  [chorus] Not really sure how to feel about it Something in the way you move Makes me feel like I can't live without you And it takes me all the way I want you to stay  [chorus] Not really sure how to feel about it Something in the way you move Makes me feel like I can't live without you And it takes me all the way I want you to stay Stay I want you to stay Ooh
Rihanna,Wild Thoughts,[verse] I don't know if you could take it Know you wanna see me nakey nakey naked I wanna be your baby baby baby Spinning and it's wet just like it came from Maytag White girl wasted on that brown liquor When I get like this I can't be around you I'm too lit to dim down a notch 'Cause I could name some thangs that I'm gon' do  [verse] I hope you know I'm for the takin' You know this cookie is for the baking (ugh) Kitty kitty baby give that thing some rest 'Cause you done beat it like the '68 Jets Diamonds ain't nothing when I'm rockin' with ya Diamonds ain't nothing when I'm shinin' with ya Just keep it white and black as if I'm ya sista I'm too hip to hop around town out here with ya I know I get  [verse] Ayy I heard that pussy for the taking I heard it got these other niggas goin' crazy Yeah I treat you like a lady lady Fuck you 'til you're burned out cremation Make it cream yeah Wu-Tang Throw that ass back bouquet Call me and I can get it juicy I can tell you're gone off the D'USSÉ Careful mama watch what you say You talking to me like ya new bae Girl talking like you tryna do things Now that pipe got her running like she Usain baby You made me drown in it touche baby I'm carrying that water Bobby Boucher baby You know I'ma slaughter like I'm Jason Bust it why you got it on safety? White girl wasted on brown liquor I probably shouldn't be around you 'Cause you get wild wild wild You looking like there's nothing that you won't do Ayy girl that's when I told you ,[chorus] Wild wild wild Wild wild wild thoughts Wild wild wild When I'm with you all I get is wild thoughts Wild wild wild When I'm with you all I get is wild thoughts  [chorus] Wild wild wild Wild wild wild thoughts Wild wild wild When I'm with you all I get is wild thoughts Wild wild wild When I'm with you all I get is wild thoughts  [chorus] When I'm with you all I get is wild thoughts Wild wild wild Wild wild wild thoughts Wild wild wild When I'm with you all I get is wild thoughts Wild wild wild When I'm with you all I get is wild thoughts
Rihanna,Work,[verse] Dry! ...Me a desert him Nuh time to have you lurking Him ah go act like he nuh like it You know I dealt with you the nicest Nuh body touch me you nuh righteous Nuh badda text me in a crisis I believed all of your dreams adoration You took my heart and my keys and my patience You took my heart on my sleeve for decoration You mistaken my love I brought for you for foundation All that I wanted from you was to give me Something that I never had Something that you've never seen Something that you've never been! Mmmmm! But I wake up and act like nothing's wrong Just get ready fi... [verse] Beg you something please Baby don't you leave Don’t leave me stuck here in the streets uh huh If I get another chance to I will never no never neglect you I mean who am I to hold your past against you? I just hope that it gets to you I hope that you see this through I hope that you see this true What can I say? Please recognize I'm tryin' babe!!! I have to [verse] Yeah okay You need to get done done done done at work come over We just need to slow the motion Don't give that away to no one Long distance I need you When I see potential I just gotta see it through If you had a twin I would still choose you I don't wanna rush into it if it's too soon But I know you need to get done done done done If you come over Sorry if I'm way less friendly I got niggas tryna end me oh I spilled all my emotions tonight I’m sorry Rollin' rollin' rollin' rollin' rollin' How many more shots until you're rollin'? We just need a face to face You could pick the time and the place You spent some time away Now you need to forward and give me all the...,[chorus] Work work work work work work He said me haffi Work work work work work work! He see me do mi Dirt dirt dirt dirt dirt dirt! So me put in Work work work work work work When you ah guh Learn learn learn learn learn Meh nuh cyar if him Hurt hurt hurt hurt hurting [chorus] Work work work work work work He said me haffi Work work work work work work! He see me do mi Dirt dirt dirt dirt dirt dirt! So me put in Work work work work work work Ner ner ner ner ner ner! When yuh ago learn learn learn learn learn learn! Before the tables turn turn turn turn turn turn! [chorus] Work work work work work work He said me haffi Work work work work work work! He see me do mi Dirt dirt dirt dirt dirt dirt! So me put in Work work work work work work When you ah guh Learn learn learn learn learn Meh nuh cyar if him Hurt hurt hurt hurt hurting [chorus] Work work work work work work He said me haffi Work work work work work work He se me do mi Dirt dirt dirt dirt dirt dirt! So me put in Work work work work work work When you ah guh Learn learn learn learn learn Meh nuh cyar if him Hurt hurt hurt hurt hurting
Secondhand Serenade,Awake,[verse] With every appearance by you Blinding my eyes I can hardly remember The last time I felt like I do You're an angel disguised (Verse 2) And you're lying real still But your heartbeat is fast just like mine And the movie's long over That's three that have passed one more's fine (Chorus) Will you stay awake for me? I don't wanna miss anything I don't wanna miss anything I will share the air I breath I'll give you my heart on a string I just don't wanna miss anything (Verse 3) Im trying real hard not to shake Im biting my tongue But im feeling alive And with every breath that I take I feel like I've won You're my key to survival (Verse 4) And if its a hero you want I can save you. Just stay here Your whispers are priceless Your presence is dear So please stay here (Chorus) Will you stay awake for me? I don't wanna miss anything I don't wanna miss anything I will share the air I breathe I'll give you my heart on a string I just don't wanna miss anything (Verse 5) Say my name. I just want to hear you Say my name. So I know its true You're changing me. You're changing me You showed me how to live So just say. So just say (Verse 6) That you'll stay awake for me I don't wanna miss anything I don't wanna miss anything I will share the air I breathe I'll give you my heart on a string I just don't wanna miss anything,
Sia,Big Girls Cry,[verse] Tough girl in the fast lane No time for love no time for hate No drama no time for games Tough girl whose soul aches [verse] Tough girl I'm in pain It's lonely at the top black outs and airplanes And I still pour you a glass of champagne Tough girl whose soul aches,[chorus] I may cry ruinin' my makeup Wash away all the things you've taken And I don't care if I don't look pretty Big girls cry when their hearts are breaking Big girls cry when their hearts are breaking Big girls cry when their heart is breaking  [chorus] I may cry ruining my makeup Wash away all the things you've taken And I don't care if I don't look pretty Big girls cry when their hearts are breaking Big girls cry when their hearts are breaking Big girls cry when their hearts are breaking [cshorus] I may cry ruinin' my makeup Wash away all the things you've taken And I don't care if I don't look pretty Big girls cry when their hearts are breaking Big girls cry when their hearts are breaking Big girls cry when their heart is breaking

Sia,Burn the Pages,[verse] You're dark gray like a storm cloud that's Swelling up with rain that is desperate to be let out And I know it's a heavy load Carrying those tears around Carrying those fears around Worry makes the world go 'round  [verse] You're twisted up like a slip knot Tied by a juicehead who just took his t shot and I know There's a hungry dog tugging at your frayed ends But he's just playing with you he just wants to be your friend [verse] Eyes stingin' from the black smoke New hope loose rope Risen from the undertow All is well we walk in the cry of the dark night skies Swallow me peacefully follow my heart back inside ,[chorus] Yesterday's gone and you will be ok Place your past into a book Burn the pages let 'em cook (oh) Yesterday is dead and gone and so today Place your past into a book Burn the pages let 'em cook (oh)  [chorus] Yesterday's gone and you will be ok Place your past into a book Burn the pages let 'em cook (oh) Yesterday is dead and gone and so today Place your past into a book Burn the pages let 'em cook (oh)  [chorus] Yesterday's gone and you will be ok Place your past into a book Burn the pages let 'em cook (oh) Yesterday is dead and gone and so today Place your past into a book Burn the pages let 'em cook (oh)
Sia,Chandelier,"[verse] Party girls don't get hurt Can't feel anything when will I learn I push it down push it down I'm the one ""for a good time call"" Phone's blowin' up ringin' my doorbell I feel the love feel the love [verse] Sun is up I'm a mess Gotta get out now gotta run from this Here comes the shame here comes the shame",[chorus] I'm gonna swing from the chandelier From the chandelier I'm gonna live like tomorrow doesn't exist Like it doesn't exist I'm gonna fly like a bird through the night Feel my tears as they dry I'm gonna swing from the chandelier From the chandelier [chorus] I'm gonna swing from the chandelier From the chandelier I'm gonna live like tomorrow doesn't exist Like it doesn't exist I'm gonna fly like a bird through the night Feel my tears as they dry I'm gonna swing from the chandelier From the chandelier
Taylor Swift,Blank Space,"[verse] Nice to meet you where you been? I could show you incredible things Magic madness heaven sin Saw you there and I thought ""Oh my God look at that face You look like my next mistake Love's a game wanna play?"" Ayy New money suit and tie I can read you like a magazine Ain't it funny? Rumors fly And I know you heard about me So hey let's be friends I'm dyin' to see how this one ends Grab your passport and my hand I can make the bad guys good for a weekend  [verse] Cherry lips crystal skies I could show you incredible things Stolen kisses pretty lies You're the King baby I'm your Queen Find out what you want Be that girl for a month Wait the worst is yet to come oh no Screaming crying perfect storms I can make all the tables turn Rose garden filled with thorns Keep you second guessin' like ""Oh my God who is she?"" I get drunk on jealousy But you'll come back each time you leave 'cause darling I'm a nightmare Dressed like a daydream ",[chorus] So it's gonna be forever Or it's gonna go down in flames You can tell me when it's over mm If the high was worth the pain Got a long list of ex-lovers They'll tell you I'm insane 'Cause you know I love the players And you love the game 'Cause we're young and we're reckless We'll take this way too far It'll leave you breathless hmm Or with a nasty scar Got a long list of ex-lovers They'll tell you I'm insane But I've got a blank space baby And I'll write your name  [chorus] So it's gonna be forever Or it's gonna go down in flames You can tell me when it's over mm If the high was worth the pain Got a long list of ex-lovers They'll tell you I'm insane 'Cause you know I love the players And you love the game 'Cause we're young and we're reckless We'll take this way too far It'll leave you breathless hmm Or with a nasty scar Got a long list of ex-lovers They'll tell you I'm insane But I've got a blank space baby And I'll write your name  [chorus] So it's gonna be forever Or it's gonna go down in flames You can tell me when it's over mm If the high was worth the pain Got a long list of ex-lovers They'll tell you I'm insane 'Cause you know I love the players And you love the game 'Cause we're young and we're reckless We'll take this way too far It'll leave you breathless hmm Or with a nasty scar Got a long list of ex-lovers They'll tell you I'm insane But I've got a blank space baby And I'll write your name
Taylor Swift,Delicate,[verse] Dive bar on the East Side where you at? Phone lights up my nightstand in the black Come here you can meet me in the back Dark jeans and your Nikes look at you Oh damn never seen that color blue Just think of the fun things we could do 'Cause I like you [verse] Third floor on the West Side me and you Handsome you're a mansion with a view Do the girls back home touch you like I do? Long night with your hands up in my hair Echoes of your footsteps on the stairs Stay here honey I don't wanna share 'Cause I like you... ,[chorus] Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (delicate) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it... delicate?  [chorus] Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (delicate) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it delicate?
Taylor Swift,Style,"[verse] Midnight You come and pick me up no headlights Long drive Could end in burning flames or paradise Fade into view Oh It's been a while since I have even heard from you (Heard from you) And I should just tell you to leave cause I Know exactly where it leads but I Watch us go round and round each time  [verse] So it goes He can't keep his wild eyes on the road (mmm) Takes me home Lights are off he's taking off his coat (mmm yeah) I say ""I've heard Oh that you've been out and about with some other girl"" Some other girl He says ""What you heard is true but I Can't stop thinking 'bout you and I"" I said ""I've been there too a few times"" ",[chorus] You got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down we come back every time Cause we never go out of style we never go out of style You got that long hair slicked back white t-shirt And I got that good girl faith and a tight little skirt And when we go crashing down we come back every time Cause we never go out of style we never go out of style  [chorus] Cause you got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down we come back every time Cause we never go out of style we never go out of style You got that long hair slicked back white t-shirt And I got that good girl faith and a tight little skirt And when we go crashing down we come back every time Cause we never go out of style we never go out of style  Oh you got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down we come back everytime Cause we never go out of style we never go out of style
Taylor Swift,This Love,[verse] Clear blue water high tides came and brought you in And I could go on and on on and on And I will Skies grew darker currents swept you out again And you are just gone and gone gone and gone In silent screams and wildest dreams I never dreamed of this  [verse] Tossing turning struggle through the night with someone new And I could go on and on on and on Lantern burning flickered in my mind for only you But you were still gone gone gone Been losing grip sinking ships You showed up just in time ,[chorus] This love is good this love is bad This love is alive back from the dead These hands had to let it go free And this love came back to me  [chorus] This love is good this love is bad This love is alive back from the dead These hands had to let it go free And this love came back to me  [chorus] This love is good this love is bad This love is alive back from the dead These hands had to let it go free And this love came back to me
Taylor Swift,Welcome to New York,[verse] Walking through a crowd the village is aglow Kaleidoscope of loud heartbeats under coats Everybody here wanted something more Searching for a sound we hadn't heard before And it said  [verse] When we first dropped our bags on apartment floors Took our broken hearts put them in a drawer Everybody here was someone else before And you can want who you want Boys and boys and girls and girls ,[chorus] Welcome to New York! It's been waiting for you Welcome to New York Welcome to New York Welcome to New York! It's been waiting for you Welcome to New York Welcome to New York It's a new soundtrack I could dance to this beat (beat) Forevermore The lights are so bright But they never blind me (me) Welcome to New York! It's been waiting for you Welcome to New York Welcome to New York  [chorus] Welcome to New York! It's been waiting for you Welcome to New York Welcome to New York Welcome to New York! It's been waiting for you Welcome to New York Welcome to New York It's a new soundtrack I could dance to this beat (beat) Forevermore The lights are so bright But they never blind me (me) Welcome to New York! It's been waiting for you Welcome to New York Welcome to New York  [chorus] Welcome to New York! It's been waiting for you Welcome to New York Welcome to New York Welcome to New York! It's been waiting for you Welcome to New York Welcome to New York It's a new soundtrack I could dance to this beat (beat) Forevermore The lights are so bright But they never blind me (me) Welcome to New York! It's been waiting for you Welcome to New York Welcome to New York
The Script,Anybody There,[verse] My head is saying no But my heart keeps giving in So hard to let it go When it's there under my skin  Well if this is the face of a sinner And if heaven is only for winners Well I don't care Cause I won't know anybody there  Thought that I'd let it slide But it's me that's slipping in Thought that I'd go for a ride Before this crash I'm dying in,[chorus] Well if I'm judged on the life I've been living And if heaven is not so forgiving Well I don't care Cause I won't know anybody there (x2)
The Script,Anything Could Happen,[verse] Stripped to the waist we fall into the river Cover your eyes so you don't know the secret I've been trying to hide We held our breath to see our names are written On the wreck of '86 That was the year I knew the panic was over Yes since we found out Since we found out [verse] After the war we said we'd fight together I guess we thought that's just what humans do Letting darkness grow As if we need its palette and we need its color But now I've seen it through And now I know the truth,[chorus] That anything could happen Anything could happen Anything could happen Anything could happen Anything could happen Anything could happen Anything could
The Script,Arms Open,"[verse] I can't unfeel your pain I can't undo what's done I can't send back the rain But if I could I would My love my arms are open  So when you feel like you can't take another round of being broken My arms are open And when you're losing faith and every door around you keeps on closing My arms are open [verse] Ooh and when you're cursing at the sky And thinking ""Lord you must be joking"" My arms are open And and when you're looking in the mirror Thinking that ""My life is over"" My arms are open  So let me do to you What you've always done for me And let me be the ground Underneath your feet",[chorus] I can't uncry your tears I can't rewind the time I can't unsay what's said In your crazy life My love my arms are open [chorus] I can't unfeel your pain I can't undo what's done I can't send back the rain But if I could I would My love - my arms are open arms are open
The Script,Army of Angels,[verse] When love’s a battle And life’s a war When I just can’t go on fighting anymore When I’m surrounded And they’re closing in When I feel the bullets graze against my skin  This world’s a warzone And I’ve got a shield And I won’t surrender Cause your love feels [verse] If hate is poison then loves the cure And it’s you that drives the demons from my door When they got me cornered Close to giving in Oh I feel you round me like a second skin,[chorus] Like an army of angels Like an army of angels Like an army of angels Like an army of angels [chorus] This world’s a warzone And I’ve got a shield And I won’t surrender Cause your love feels Like an army of angels Like an army of angels Like an army of angels Like an army of angels angels angels angels
Usher,I Don't Mind,[verse] The ballers in here tonight they gon’ buy a hundred bottles As soon as you shake it I know they gon’ make it colossal in here 'Cause shawty you thinkin’ them tricks that you do with your body Got all of these niggas they crowding around you like they seen Beyonce in here You want your own and you need your own baby who am I to judge? 'Cause how could I ever trip about it when I met you in the club? I make enough for the both of us but you dance anyway You know I was raised in the A  [verse] When you get off of work I’ll be ready to go in the ‘Rari And when we get home we’ll have us our own private party in here So I don’t worry at all about the things they do or say I love you anyway You can twerk while in a split you racking up them tips Your body rock and your booty poppin’ I’m proud to call you my bitch They be lookin’ but they can’t touch you shawty I’m the only one to get it So just go ahead and keep doing what you doing  [verse] (It's ya boy Juicy J) I’m just tryna cut her up tryna bust a nut Tryna take somebody bitch turn her to a slut Tryna fill my cup tryna live it up Throw some hundreds on that ass walk her out the club (Yeah ho) Lap dance for the first date Bet I threw a few bands that’s third base It’s okay if you work late We can still party like it’s your birthday We can still party hard in your birthday suit Knock that pussy out the park like my name Babe Ruth Shawty she just want a tip I just want to see her strip If you fuck me like you love me shawty you might get rich Have her own cake her own place Blow her own gas no Rolaid When we in the bed she like to roleplay Tell her friend to join in both ways ,[chorus] Shawty I don’t mind If you dance on a pole that don’t make you a ho Shawty I don’t mind When you work until three if you’re leaving with me Go make that money money money Your money money money 'Cause I know how it is go and handle your biz And get that money money money Your money money money You can take off your clothes long as you coming home Girl I don’t mind  [chorus] Shawty I don’t mind If you dance on a pole that don’t make you a ho Shawty I don’t mind When you work until three if you’re leaving with me Go make that money money money Your money money money 'Cause I know how it is go and handle your biz And get that money money money Your money money money You can take off your clothes long as you coming home Girl I don’t mind  [chorus] Shawty I don’t mind If you dance on a pole that don’t make you a ho Shawty I don’t mind When you work until three if you’re leaving with me Go make that money money money Your money money money 'Cause I know how it is go and handle your biz And get that money money money Your money money money You can take off your clothes long as you coming home Girl I don’t mind  [chorus] Shawty I don’t mind If you dance on a pole that don’t make you a ho Shawty I don’t mind When you work until three if you’re leaving with me Go make that money money money Your money money money 'Cause I know how it is go and handle your biz And get that money money money Your money money money You can take off your clothes long as you coming home Girl I don’t mind
Usher,My Boo,"[verse] Do you remember girl? I was the one who gave you your first kiss 'Cause I remember girl I was the one who said ""Put your lips like this"" Even before all the fame And people screaming your name Girl I was there when you were my baby  [verse] Yes I remember boy 'Cause after we kissed I could only think about your lips Yes I remember boy The moment I knew you were the one I could spend my life with Even before all the fame And people screaming your name I was there And you were my baby ",[chorus] It started when we were younger you were mine (my boo) Now another brother's taken over but it's still in your eyes (my boo) Even though we used to argue it's alright (my boo) I know we haven't seen each other in a while But you will always be my boo I was in love with you when we were younger you were mine (my boo) And I see it from time to time I still feel like (my boo) And I can see it no matter how I try to hide (my boo) And even though there's another man who's in my life You will always be my boo  [chorus] It started when we were younger you were mine (my boo) Now another brother's taken over but it's still in your eyes (my boo) Even though we used to argue it's alright (my boo) I know we haven't seen each other in a while But you will always be my boo I was in love with you when we were younger you were mine (my boo) And I see it from time to time I still feel like (my boo) And I can see it no matter how I try to hide (my boo) And even though there's another man who's in my life You will always be my...  [chorus] It started when we were younger you were mine (my boo) Now another brother's taken over but it's still in your eyes (my boo) Even though we used to argue it's alright (my boo) I know we haven't seen each other in a while But you will always be my boo
Usher,You Make Me Wanna,[verse] Before anything began between us You were like my best friend The one I used to run and talk to when me and my girl was having problems You used to say it would be okay Suggest little nice things I should do And when I go home at night and lay my head down All I seem to think about is you How you make me wanna...  [verse] Now what's bad is you're the one that hooked us up Knowing it should've been you What's sad is I love her but I'm falling for you What should I do? Should I tell my baby bye-bye? Should I do exactly what I feel inside? 'Cause I I don't wanna go don't need to stay But I really need to get it together  [verse] At this point the situation's out of control I never meant to hurt her but I gotta let her go And she may not understand it while all of this is going on I tried I tried to fight it but the feeling's just too strong You make make make me ,[chorus] You make me wanna leave the one I'm with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me You make me wanna leave the one I'm with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me  [chorus] You make me wanna leave the one I'm with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me You make me wanna leave the one I'm with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me  [chorus] You make me wanna leave the one I'm with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me You make me wanna leave the one I'm with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me  [chorus] You make me wanna leave the one I'm with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me You make me wanna leave the one I'm with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me You make me wanna leave the one I'm with Start a new relationship with you this is what you do Think about a ring and all the things that come along with You make me you make me You make me wanna leave the one I'm with Start a new relationship with you this is what you do Think about a ring and all the...  
ZAYN,BeFoUr,[verse] I don't drink to get drunk I feel all the right funk If there's something I want I'll take all the right wrongs Now I'm gonna stay in my zone I'm tired of picking that bone And I can't be bothered To fight it no more no  [verse] Time for me to move on So many hours have gone Heart beats the pump of my blood No strings for you to pull on You've got your tongue in your cheek So pardon if I don't speak Can't tune my chords Into your songs no [verse] Flashing lights so say what you wanna say what you wanna So say what you wanna say what you gotta say now So say what you wanna say what you want Shame is you won't say that to my face So say what you wanna say what you wanna So say what you wanna say what you gotta say now So say what you wanna say what you want Shame is you won't say that to my face  I've done this before Not like this not like this I've done this before Not like this not like this,[chorus] So say what you wanna say what you wanna So say what you wanna say what you gotta say now So say what you wanna say what you want Shame is you won't say that to my face [chorus] Numb on a roof Set it on fire Just to give me proof I'm living on a wire  So say what you wanna say what you wanna So say what you wanna say what you gotta say now (So say what you wanna say) So say what you wanna say what you want Shame is you won't say that to my face
ZAYN,BLUE,[verse] In the clouds where the angels sing In her eyes where I wanna be and her smile is all I see She knows I need her loving She knows I need her touching She plays with my heart and emotion I give her my love and devotion She gives thoughts and a notion I need her body it needs me too  [verse] In the clouds where the angels sing It's her smile yeah it's all I see In her eyes where I wanna be She knows I need her loving She knows I need her touching She plays with my heart and emotion I give her my love and devotion She gave me her thought and a notion I need her body she needs me too ,[chorus] I need somebody to love me blue  [chorus] I need somebody to love Love me blue Love me blue Love me blue Love me blue
ZAYN,BoRdErZ,[verse] She is the life of the party Don't stick that knife in my body It's something she always wanted It's for a good cause you're doing a good job  [verse] Beautiful insanity You're like a movie change the scene Taste your sweet profanity It's all for a good cause think you're doing a good job ,[chorus] So take it off let's break down all of our walls Right now I wanna see it all I don't wanna cool off so let's cross the lines we lost Right now I wanna see it all You were right on the border Give me all of this Give me all of you No falling in Don't need no proof  [chorus] So take it off let's break down all of our walls Right now I wanna see it all I don't wanna cool off so let's cross the lines we lost Right now I wanna see it all You were right on the border Give me all of this Give me all of you No falling in Don't need no proof You were right on border  [chorus] So take it off let's break down all of our walls Right now I wanna see it all I don't wanna cool off so let's cross the lines we lost Right now I wanna see it all You were right on the border Give me all of this Give me all of you No falling in Don't need no proof You were right on the border Give me all of this Give me all of you No falling in Don't need no proof You were right on the border
ZAYN,BRIGHT,[verse] I found my life in between shots and getting high The cage I was in fell away when she asked me to dance again yeah I found my life in between a first kiss and a last goodbye The dust settled down now I can see through the crowd  [verse] For the love in my mind love for the bass She likes getting high just for the day She's different in night she knows what I say Free of the flash dirt on your shoes I don't know you ,[chorus] I wanna see you bright I wanna see you bright I wanna see you bright I wanna see you  [chorus] I wanna see you bright I wanna see you bright I wanna see you bright I wanna see you bright  [chorus] I wanna see you bright I wanna see you bright I wanna see you bright I wanna see you bright I wanna see you bright I wanna see you bright I wanna see you bright I wanna see you
