Artist,Song Title,Tempo,Loudness,Energy,Genre,Danceability,Mode,Valence,sadness_verse,joy_verse,fear_verse,disgust_verse,anger_verse,sadness_chorus,joy_chorus,fear_chorus,disgust_chorus,anger_chorus
Michael Hutchence,Fear,114.024,-7.457999999999998,0.848,18,0.648,0,0.55,0.557711,0.07512,0.095104,0.31911300000000004,0.22444099999999997,0.038942000000000004,0.037617000000000005,0.949075,0.063753,0.011715999999999999
Michael Hutchence,Flesh and Blood,195.894,-9.292,0.5,18,0.418,0,0.354,0.705152,0.033663,0.234323,0.141121,0.1726,0.16400499999999998,0.226569,0.069627,0.007232,0.02882
Michael Hutchence,Get on the Inside,93.935,-5.273,0.906,18,0.7170000000000001,1,0.805,0.68142,0.04407,0.155721,0.11991700000000001,0.301087,0.000672,0.106583,0.0009519999999999999,8E-06,0.0009369999999999999
Michael Hutchence,Let Me Show You,97.99,-7.097,0.851,18,0.531,0,0.477,0.6238229999999999,0.290663,0.075285,0.016844,0.08075700000000001,0.30988000000000004,0.07765599999999999,0.278221,0.18106,0.307732
Michael Hutchence,Possibilities,127.088,-7.211,0.684,18,0.531,1,0.378,0.035255,0.846499,0.016996,0.028224000000000003,0.091718,0.137872,0.165179,0.24095,0.383377,0.391719
Michael Hutchence,Put the Pieces Back Together,94.471,-6.252999999999999,0.855,18,0.69,1,0.436,0.514745,0.39587100000000003,0.048346,0.07460499999999999,0.06476599999999999,0.095411,0.421303,0.100467,0.436503,0.063981
Michael Hutchence,She Flirts for England,177.96,-6.851,0.852,18,0.519,1,0.623,0.28871199999999997,0.536136,0.133747,0.009535,0.10466900000000001,0.21411799999999998,0.20067000000000002,0.037313,0.047873,0.067958
Michael Hutchence,Slide Away,109.879,-9.217,0.608,18,0.6659999999999999,1,0.154,0.6682779999999999,0.07478,0.379628,0.035785000000000004,0.030107,0.233663,0.6790430000000001,0.061665,0.040177,0.021174000000000002
Nick Drake,From the Morning,109.002,-19.092,0.161,19,0.657,1,0.415,0.09412999999999999,0.698839,0.164126,0.064712,0.029126,0.23976599999999998,0.6304069999999999,0.018633,0.07449800000000001,0.044183
Nick Drake,Parasite,131.391,-16.472,0.204,19,0.61,1,0.255,0.38467399999999996,0.526892,0.026123,0.056898000000000004,0.047036,0.026767000000000003,0.11391300000000001,0.11516900000000001,0.45622399999999996,0.03855
Nick Drake,Pink Moon,82.321,-15.435,0.26,19,0.456,1,0.491,0.079012,0.561225,0.128174,0.22870900000000002,0.062936,0.009382999999999999,0.48072600000000004,0.022221,0.050707,0.008128
Nick Drake,Place to Be,83.34299999999998,-16.29,0.223,19,0.52,1,0.441,0.370682,0.471549,0.132857,0.019395,0.11039500000000001,0.291535,0.631843,0.042089999999999995,0.011042,0.061074
Nick Drake,Road,151.017,-16.119,0.264,19,0.585,0,0.778,0.301809,0.6094510000000001,0.070097,0.021167,0.046026,0.195444,0.229088,0.264964,0.068563,0.102968
Nick Drake,Things Behind the Sun,102.868,-17.421,0.175,19,0.6809999999999999,1,0.259,0.07899099999999999,0.8106800000000001,0.053022,0.020832,0.036635,0.5528069999999999,0.26154299999999997,0.116401,0.047688999999999995,0.159029
Nick Drake,Which Will,95.367,-17.283,0.185,19,0.637,0,0.43,0.065596,0.653016,0.035918,0.022096,0.037614,0.012489,0.8012520000000001,0.010265,0.004653,0.028675
Nicky Thomas,Have a Little Faith,113.088,-9.7,0.503,20,0.855,1,0.925,0.246966,0.7127060000000001,0.022874000000000002,0.015995,0.016503,0.039080000000000004,0.899185,0.021138,0.027344,0.020641999999999997
Nikolas Asimos,Bagasas,143.241,-12.338,0.306,21,0.535,1,0.188,0.8031119999999999,0.016881,0.202618,0.07418200000000001,0.175871,0.005016,0.913307,0.031892000000000004,0.015922,0.03688
Nikolas Asimos,Lina,123.181,-10.991,0.298,21,0.363,0,0.236,0.6396,0.686809,0.128118,0.086153,0.526718,0.5982430000000001,0.124705,0.22318200000000002,0.10654200000000001,0.525071
Nirvana,All Apologies,113.169,-12.109000000000002,0.621,11,0.447,1,0.364,0.391918,0.004248,0.27203499999999997,0.192433,0.5223220000000001,0.147811,0.710584,0.026660000000000003,0.019537,0.07936599999999999
Nirvana,Dumb,113.623,-13.585,0.394,11,0.695,1,0.845,0.5326270000000001,0.278146,0.077875,0.020064,0.22639,0.021163,0.884216,0.014147,0.012058,0.017561
Nirvana,Heart-Shaped Box,101.539,-10.233,0.677,11,0.494,1,0.316,0.749541,0.017626,0.178538,0.2639,0.089888,0.028573,0.593537,0.015606,0.011578,0.118248
Nirvana,Milk It,135.999,-12.354,0.531,11,0.468,0,0.532,0.159858,0.020794999999999998,0.068523,0.55233,0.548146,0.43245500000000003,0.379769,0.062374,0.185066,0.035677999999999994
Nirvana,Pennyroyal Tea,113.202,-7.985,0.477,11,0.504,0,0.0488,0.62073,0.117862,0.086663,0.090222,0.313067,0.15740099999999999,0.34878000000000003,0.036907,0.357265,0.28081799999999996
Nirvana,Radio Friendly Unit Shifter,155.644,-10.367,0.937,11,0.335,1,0.703,0.440672,0.05979400000000001,0.213558,0.142006,0.48637700000000006,0.689429,0.021322999999999998,0.078819,0.703553,0.707576
Nirvana,Rape Me,111.879,-10.613,0.743,11,0.416,1,0.259,0.08972000000000001,0.0070079999999999995,0.06277999999999999,0.65422,0.53828,0.223953,0.24649000000000001,0.288578,0.018318,0.182535
Nirvana,Serve the Servants,119.698,-8.673,0.906,11,0.438,1,0.674,0.690747,0.0070480000000000004,0.218637,0.10723800000000001,0.321022,0.637096,0.070412,0.040997000000000006,0.105906,0.22146500000000002
Nirvana,Tourette's,173.396,-10.963,0.913,11,0.27,0,0.337,0.31167100000000003,0.461854,0.245029,0.010684,0.0252,0.168148,0.743316,0.048818,0.03046,0.02695
Nirvana,Very Ape,151.994,-9.389,0.879,11,0.27,1,0.968,0.389687,0.25651399999999996,0.034223,0.233406,0.19478,0.13372,0.548004,0.011771,0.22590300000000002,0.06242999999999999
Owsley,Be With You,104.947,-3.738,0.912,1,0.523,1,0.299,0.47012,0.455504,0.053662,0.003529,0.09175599999999999,0.39094,0.504746,0.124454,0.008171,0.061871
Owsley,Dirty Bird,186.408,-4.517,0.906,1,0.275,1,0.28300000000000003,0.184777,0.705497,0.049556,0.016908000000000003,0.07537,0.095475,0.025074000000000003,0.08225,0.45919099999999996,0.05481799999999999
Owsley,Down,184.078,-4.792,0.8740000000000001,1,0.259,0,0.23,0.656801,0.042781,0.217052,0.030587,0.334483,0.722164,0.008694,0.278267,0.120152,0.202748
Owsley,Dude,168.019,-3.95,0.872,1,0.309,1,0.223,0.296622,0.341396,0.111241,0.219863,0.18903,0.481857,0.098255,0.10963900000000001,0.067014,0.500851
Owsley,Matriarch,105.78,-7.106,0.5529999999999999,1,0.521,1,0.133,0.1544,0.64239,0.110089,0.02365,0.11488399999999999,0.729459,0.175846,0.094251,0.017878,0.05895
Owsley,Rise,98.007,-4.479,0.8809999999999999,1,0.447,1,0.335,0.506958,0.0073409999999999994,0.555567,0.07057100000000001,0.208263,0.23955700000000002,0.163917,0.304836,0.20208099999999998,0.173261
Owsley,She's the One,84.198,-4.711,0.815,1,0.358,1,0.329,0.675372,0.117309,0.24721500000000002,0.042176,0.152971,0.637931,0.022913,0.326318,0.056625,0.272818
Owsley,The Hard Way,105.854,-5.9620000000000015,0.7559999999999999,1,0.511,0,0.274,0.322269,0.101365,0.19394,0.284161,0.127133,0.394882,0.299906,0.072558,0.12725899999999998,0.27965
Owsley,Undone,182.246,-4.025,0.929,1,0.29100000000000004,1,0.31,0.194958,0.693048,0.071702,0.032273,0.040299,0.201531,0.529275,0.164457,0.067845,0.107668
Phil Ochs,Chords Of Fame,162.878,-13.873,0.498,22,0.503,1,0.754,0.332246,0.419667,0.30141799999999996,0.049352,0.050575999999999996,0.39224899999999996,0.5293220000000001,0.030198000000000003,0.028508999999999996,0.052278
Phil Ochs,I Ain't Marching Anymore,131.10399999999998,-6.517,0.4920000000000001,22,0.498,1,0.662,0.21238600000000002,0.35904899999999995,0.43517700000000004,0.014927000000000001,0.142036,0.52491,0.013521,0.194613,0.133871,0.499914
Phil Ochs,Tape From California,134.208,-10.705,0.47,22,0.5579999999999999,1,0.624,0.388719,0.038419999999999996,0.229954,0.14918900000000002,0.561999,0.28933400000000004,0.15568099999999999,0.414996,0.24478000000000003,0.21387199999999998
Phil Ochs,The Pleasures of the Harbor,199.366,-11.97,0.54,22,0.453,1,0.948,0.336397,0.515628,0.105833,0.046533,0.08842,0.133931,0.757734,0.02023,0.017363,0.092316
Reagan Youth,(Are You) Happy,165.06599999999997,-16.45,0.586,23,0.278,0,0.413,0.023144,0.670756,0.591118,0.025475,0.065194,0.014669,0.479973,0.014431,0.02988,0.524667
Reagan Youth,Anytown,99.969,-13.951,0.733,23,0.391,0,0.413,0.526313,0.018594,0.293122,0.149542,0.387201,0.147662,0.209234,0.11916800000000001,0.074005,0.100725
Reagan Youth,Degenerated,202.696,-15.748,0.583,23,0.325,1,0.28,0.20354,0.13053299999999998,0.033405000000000004,0.265739,0.6194729999999999,0.070171,0.35978499999999997,0.045008,0.387015,0.316378
Reagan Youth,Go Nowhere,153.588,-15.215,0.545,23,0.433,1,0.7090000000000001,0.7469859999999999,0.065488,0.057665999999999995,0.13163699999999998,0.242421,0.15275,0.18636,0.087088,0.097015,0.539353
Reagan Youth,In Dog We Trust,190.118,-17.018,0.529,23,0.25,0,0.59,0.173288,0.25408800000000004,0.22869,0.062668,0.52505,0.042314,0.650664,0.12010499999999999,0.111437,0.124251
Reagan Youth,New Aryans,101.34,-15.774,0.695,23,0.386,0,0.615,0.147565,0.601478,0.02532,0.28027199999999997,0.006492,0.42385900000000004,0.27832399999999996,0.282867,0.075366,0.131341
Reagan Youth,No Class,206.195,-14.174,0.6559999999999999,23,0.341,1,0.404,0.36057,0.07201,0.20938600000000002,0.274413,0.391584,0.17831,0.038026,0.13052,0.23553000000000002,0.678787
Reagan Youth,Reagan Youth,189.998,-3.683,0.912,23,0.328,1,0.5489999999999999,0.165302,0.539941,0.160365,0.07497899999999999,0.493588,0.079199,0.163794,0.050473000000000004,0.025377,0.021844
Reagan Youth,USA,173.206,-5.843,0.945,24,0,0.324,,0.147395,0.35611,0.045396,0.066812,0.227048,0.101533,0.316837,0.252979,0.084159,0.43854499999999996
Sparklehorse,Angel's Harp,136.336,-5.252000000000002,0.69,25,0.502,0,0.423,0.144609,0.562678,0.27064499999999997,0.037181,0.073995,0.144609,0.562678,0.27064499999999997,0.037181,0.073995
Sparklehorse,Daddy's Gone,136.64600000000002,-6.832000000000002,0.728,25,0.513,1,0.383,0.22445199999999998,0.554002,0.072171,0.01838,0.065466,0.286001,0.40560300000000005,0.340279,0.01226,0.091337
Sparklehorse,Dark Night Of The Soul,146.033,-5.678,0.912,25,0.54,1,0.8390000000000001,0.43144099999999996,0.235121,0.485862,0.00223,0.011386,0.202907,0.175101,0.39160900000000004,0.031653,0.065897
Sparklehorse,Everytime I'm With You,108.03,-8.019,0.522,25,0.581,0,0.393,0.21707600000000002,0.011396,0.170693,0.20256,0.7403689999999999,0.231696,0.388333,0.083865,0.069591,0.33981500000000003
Sparklehorse,Grim Augury,77.967,-7.308,0.616,25,0.34700000000000003,0,0.5329999999999999,0.16449,0.440693,0.10676300000000001,0.03129,0.399857,0.327776,0.264424,0.34877199999999997,0.035022000000000005,0.161527
Sparklehorse,Insane Lullaby,85.021,-4.7860000000000005,0.6709999999999999,25,0.363,1,0.248,0.199205,0.596089,0.13962,0.081214,0.051815,0.23718899999999998,0.393005,0.086525,0.057317999999999994,0.244321
Sparklehorse,Jaykub,118.99,-7.077000000000001,0.659,25,0.551,1,0.37,0.08463999999999999,0.746661,0.02171,0.065362,0.12731099999999998,0.466056,0.364311,0.189909,0.012701,0.0753
Sparklehorse,Just War,98.225,-6.805,0.521,25,0.52,1,0.116,0.232343,0.02595,0.417609,0.17901,0.395811,0.354367,0.052365999999999996,0.40177199999999996,0.235202,0.33441
Sparklehorse,Little Girl,146.033,-5.678,0.912,25,0.54,1,0.8390000000000001,0.43992600000000004,0.13118,0.093552,0.089326,0.518975,0.109579,0.6393479999999999,0.056334,0.175179,0.081764
Sparklehorse,Pain,164.067,-4.532,0.978,25,0.304,1,0.0919,0.564647,0.035605,0.527958,0.077428,0.089558,0.855575,0.043088999999999995,0.132209,0.020201,0.125566
Sparklehorse,Revenge,142.178,-9.84,0.524,25,0.528,0,0.433,0.513418,0.010126000000000001,0.24788400000000002,0.067143,0.517925,0.582526,0.010919,0.550027,0.046411,0.11398900000000001
Sparklehorse,Star Eyes (I Can't Catch It),125.963,-4.971,0.546,25,0.47,1,0.197,0.246656,0.71419,0.023750999999999998,0.007248999999999999,0.016101,0.30251999999999996,0.044525999999999996,0.21100100000000002,0.062923,0.11290599999999999
Sparklehorse,The Man Who Played God,70.493,-5.563,0.634,25,0.561,1,0.395,0.221152,0.562717,0.081177,0.041422,0.181925,0.069771,0.747904,0.079223,0.03136,0.098133
Stone Temple Pilots,Black Heart,125.013,-4.388,0.81,8,0.483,1,0.735,0.111857,0.736538,0.11613299999999999,0.041165,0.042175,0.569168,0.068121,0.192255,0.0050149999999999995,0.035487
Stone Temple Pilots,Cry cry,122.956,-3.65,0.6990000000000001,8,0.5589999999999999,1,0.82,0.722693,0.010685,0.174765,0.109839,0.307745,0.829983,0.083276,0.023507,0.075066,0.054470000000000005
Stone Temple Pilots,Out of time,159.086,-3.3310000000000004,0.951,8,0.328,1,0.708,0.684967,0.315332,0.015453,0.0026149999999999997,0.027262,0.33329699999999995,0.152815,0.110507,0.078283,0.253979
Stone Temple Pilots,Same On The Inside,116.634,-3.705,0.923,8,0.451,1,0.462,0.7390439999999999,0.022040999999999998,0.10886900000000001,0.121173,0.29841999999999996,0.173369,0.25445100000000004,0.047310000000000005,0.05198200000000001,0.26388
Stone Temple Pilots,Tomorrow,146.632,-4.337,0.871,8,0.313,1,0.49,0.56984,0.282518,0.188103,0.013303,0.070217,0.823667,0.026173000000000002,0.288041,0.009393,0.028044
Susan Fassbender,Merry-go-round,130.627,-10.002,0.485,1,0.569,1,0.484,0.58424,0.639891,0.102862,0.066089,0.12251600000000001,0.579029,0.542058,0.144786,0.08772,0.089537
The Raphaels,Old Country Country,158.567,-5.024,0.757,26,0.412,1,0.569,0.462499,0.327173,0.17737,0.13728900000000002,0.088144,0.14927100000000001,0.7650819999999999,0.028654000000000002,0.028972,0.048907
The Raphaels,Private Battlefield,95.245,-7.175,0.387,26,0.542,1,0.315,0.314963,0.24753699999999998,0.339996,0.087007,0.260707,0.40865100000000004,0.190556,0.264058,0.093377,0.29953
The Raphaels,Shattered Cross,124.615,-8.762,0.625,26,0.627,1,0.588,0.595226,0.035183,0.07409299999999999,0.064158,0.391269,0.694279,0.010499,0.177451,0.238605,0.22559099999999999
The Raphaels,Simple Man,131.42,-6.244,0.8009999999999999,26,0.619,0,0.59,0.534858,0.25790599999999997,0.20582399999999998,0.029403,0.148068,0.189959,0.6516609999999999,0.04774,0.053579999999999996,0.133208
The Raphaels,Supernatural,168.93200000000004,-7.68,0.6970000000000001,26,0.426,1,0.462,0.28962899999999997,0.36432,0.42481599999999997,0.004731,0.06499400000000001,0.17033299999999998,0.176688,0.124372,0.077654,0.090723
The Raphaels,Too Many Ghosts,143.89600000000004,-5.944,0.784,26,0.416,0,0.203,0.43399,0.06270099999999999,0.237304,0.293469,0.305579,0.149596,0.661976,0.119868,0.019986,0.051029000000000005
The Raphaels,Toujour Aimez,116.558,-10.148,0.358,26,0.713,1,0.601,0.548287,0.277011,0.13402999999999998,0.125177,0.06915299999999999,0.054324000000000004,0.620224,0.109009,0.10546400000000002,0.19359500000000002
The Whitlams,End of Your World,174.665,-6.859,0.6729999999999999,18,0.301,0,0.3,0.41903599999999996,0.207378,0.231329,0.157396,0.191334,0.12303299999999999,0.35581,0.129437,0.10057,0.46637399999999996
The Whitlams,Following My Own Tracks,174.59900000000005,-5.557,0.946,18,0.431,1,0.54,0.544606,0.089839,0.176313,0.039594,0.430388,0.487604,0.012162000000000001,0.269881,0.09132,0.501833
The Whitlams,Hollow Log,113.518,-8.869,0.845,18,0.603,1,0.927,0.096587,0.8245389999999999,0.051979,0.018803,0.005412,0.32153699999999996,0.327071,0.024071000000000002,0.019114,0.020732
The Whitlams,Pass the Flagon,123.657,-6.917000000000002,0.727,18,0.642,1,0.86,0.28445,0.604597,0.121102,0.031142000000000003,0.020045,0.537496,0.005632,0.42069799999999996,0.12343,0.28830700000000004
The Whitlams,Shining,187.453,-6.87,0.856,18,0.236,1,0.596,0.614027,0.324979,0.12080899999999999,0.004614,0.017601,0.722781,0.07155399999999999,0.360536,0.001506,0.023823
The Whitlams,You don't even know my name,172.524,-13.14,0.332,18,0.4320000000000001,1,0.269,0.271079,0.49355699999999997,0.15521300000000002,0.017121,0.072726,0.177392,0.5808,0.13079100000000002,0.060534000000000004,0.068646
Viro the Virus,Exscape,175.99,-13.961,0.54,27,0.73,1,0.519,0.651416,0.011448,0.29334299999999996,0.048602,0.33284899999999995,0.701092,0.037149,0.129373,0.070778,0.221538
Viro the Virus,Heat,90.014,-5.181,0.708,27,0.7020000000000001,1,0.5670000000000001,0.205475,0.006823,0.079993,0.484703,0.602852,0.126789,0.009195,0.10771700000000001,0.463521,0.656356
Yavuz Cetin,Benimle Ucmak Ister misin,77.09899999999998,-7.842,0.72,3,0.277,1,0.446,0.6190859999999999,0.012711,0.35570999999999997,0.07876,0.265359,0.28058099999999997,0.020041999999999997,0.801109,0.05430599999999999,0.070621
Yavuz Cetin,Hersey Biter,90.399,-7.327000000000001,0.695,3,0.5429999999999999,0,0.556,0.404332,0.194486,0.405445,0.117703,0.134858,0.387925,0.452592,0.126682,0.026273,0.12626800000000002
Yavuz Cetin,Sadece Senin Olmak,83.637,-8.618,0.649,3,0.478,1,0.6,0.42355299999999996,0.44758400000000004,0.174226,0.010201,0.028618,0.27219699999999997,0.612961,0.054876999999999995,0.023693000000000002,0.051322
Yavuz Cetin,Yasamak Istemem,82.73100000000002,-8.222000000000001,0.596,3,0.405,0,0.444,0.15521300000000002,0.362808,0.061548,0.083438,0.47066,0.469788,0.217608,0.181086,0.006335,0.06819700000000001
