,Artist,Song Title,sadness_verse,joy_verse,fear_verse,disgust_verse,anger_verse,sadness_chorus,joy_chorus,fear_chorus,disgust_chorus,anger_chorus,Genre,Loudness,Energy,Danceability,Mode,Valence
16,Keith Emerson,"The Endless Enigma Suite, Pt. 1",0.44161999999999996,0.011451000000000001,0.09199500000000001,0.42242799999999997,0.418972,0.163249,0.035764,0.418508,0.22769299999999998,0.111831,rock,-11.705,0.374,0.0742,1,0.17
17,Keith Emerson,"The Endless Enigma Suite, Pt. 2",0.622161,0.20448,0.222568,0.010998,0.107276,0.24178400000000003,0.488829,0.22488000000000002,0.078679,0.030784,rock,-10.944,0.298,0.23399999999999999,1,0.262
18,Kim Kwang-seok,Get Up(with Common Ground),0.5860449999999999,0.12862,0.095394,0.319971,0.092836,0.283572,0.6823170000000001,0.019518999999999998,0.005543,0.021421,pop,-6.377999999999999,0.516,0.706,0,0.6779999999999999
19,Kim Kwang-seok,Where the Wind Rises(with Hareem),0.061125,0.777199,0.12598800000000002,0.01684,0.057153999999999996,0.081916,0.411206,0.546322,0.018625,0.030566000000000003,pop,-5.547999999999999,0.425,0.344,1,0.51
20,Kingston Wall,Alt-Land-Is,0.46528400000000003,0.281263,0.183523,0.078637,0.125565,0.184115,0.606588,0.1114,0.035574,0.128617,rock,-6.346,0.873,0.213,0,0.27399999999999997
21,Kingston Wall,Another Piece of Cake,0.58534,0.073866,0.138006,0.192299,0.305053,0.510027,0.070523,0.076275,0.066313,0.527358,rock,-7.154,0.759,0.47100000000000003,0,0.43200000000000005
22,Kingston Wall,For All Mankind,0.459308,0.434884,0.054537999999999996,0.017946,0.09462000000000001,0.279149,0.5408689999999999,0.070849,0.11508499999999999,0.021249,rock,-9.081,0.652,0.133,1,0.368
23,Kingston Wall,"I'm the King, I'm the Sun",0.10994100000000001,0.407991,0.064153,0.05587,0.18576900000000002,0.201871,0.754232,0.020565,0.005365999999999999,0.004209,rock,-6.8839999999999995,0.893,0.33,1,0.489
24,Kingston Wall,Party Goes On,0.590815,0.147351,0.23483,0.017214,0.201182,0.47907,0.529908,0.07407899999999999,0.6936140000000001,0.206429,rock,-5.794,0.948,0.264,0,0.332
25,Kingston Wall,Take You to Sweet Harmony,0.223336,0.640638,0.07597000000000001,0.072357,0.049433,0.070617,0.8895059999999999,0.008587000000000001,0.003047,0.031058,rock,-8.204,0.604,0.48200000000000004,1,0.605
26,Kingston Wall,The Real Thing,0.24036300000000002,0.663135,0.061972,0.026975,0.033884,0.466128,0.068156,0.146868,0.27374499999999996,0.357941,rock,-10.419,0.397,0.0981,1,0.24
27,Kingston Wall,Welcome to the Mirrorland,0.23570100000000002,0.34223000000000003,0.312909,0.07824199999999999,0.13105799999999998,0.21201199999999998,0.5370699999999999,0.151455,0.041498,0.157153,rock,-13.504000000000001,0.24,0.031,1,0.23800000000000002
28,Material Issue,A Very Good Thing,0.49573500000000004,0.21876199999999998,0.20158800000000002,0.05049,0.24625,0.14438,0.552532,0.151046,0.017891,0.073528,pop,-5.8870000000000005,0.8909999999999999,0.552,1,0.221
29,Material Issue,Kim the Waitress,0.24065799999999998,0.564863,0.13071300000000002,0.038981,0.108829,0.066475,0.45344700000000004,0.01459,0.195947,0.295011,pop,-7.65,0.721,0.337,1,0.223
30,Material Issue,She's Goin' Thru My Head,0.076373,0.8293020000000001,0.008171,0.04596,0.058192999999999995,0.07194500000000001,0.529812,0.127191,0.144779,0.222442,pop,-5.736000000000001,0.9670000000000001,0.36700000000000005,1,0.313
31,Nick Drake,From the Morning,0.09412999999999999,0.698839,0.164126,0.064712,0.029126,0.23976599999999998,0.6304069999999999,0.018633,0.07449800000000001,0.044183,rock,-19.092,0.161,0.415,1,0.657
32,Nick Drake,Parasite,0.38467399999999996,0.526892,0.026123,0.056898000000000004,0.047036,0.026767000000000003,0.11391300000000001,0.11516900000000001,0.45622399999999996,0.03855,rock,-16.472,0.204,0.255,1,0.61
33,Nick Drake,Pink Moon,0.079012,0.561225,0.128174,0.22870900000000002,0.062936,0.009382999999999999,0.48072600000000004,0.022221,0.050707,0.008128,rock,-15.435,0.26,0.491,1,0.456
34,Nick Drake,Place to Be,0.370682,0.471549,0.132857,0.019395,0.11039500000000001,0.291535,0.631843,0.042089999999999995,0.011042,0.061074,rock,-16.29,0.223,0.441,1,0.52
35,Nick Drake,Road,0.301809,0.6094510000000001,0.070097,0.021167,0.046026,0.195444,0.229088,0.264964,0.068563,0.102968,rock,-16.119,0.264,0.778,0,0.585
36,Nick Drake,Things Behind the Sun,0.07899099999999999,0.8106800000000001,0.053022,0.020832,0.036635,0.5528069999999999,0.26154299999999997,0.116401,0.047688999999999995,0.159029,rock,-17.421,0.175,0.259,1,0.6809999999999999
37,Nick Drake,Which Will,0.065596,0.653016,0.035918,0.022096,0.037614,0.012489,0.8012520000000001,0.010265,0.004653,0.028675,rock,-17.283,0.185,0.43,0,0.637
38,Owsley,Be With You,0.47012,0.455504,0.053662,0.003529,0.09175599999999999,0.39094,0.504746,0.124454,0.008171,0.061871,pop,-3.738,0.912,0.299,1,0.523
39,Owsley,Dirty Bird,0.184777,0.705497,0.049556,0.016908000000000003,0.07537,0.095475,0.025074000000000003,0.08225,0.45919099999999996,0.05481799999999999,pop,-4.5169999999999995,0.9059999999999999,0.28300000000000003,1,0.275
40,Owsley,Down,0.656801,0.042781,0.217052,0.030587,0.334483,0.722164,0.008694,0.278267,0.120152,0.202748,pop,-4.792,0.8740000000000001,0.23,0,0.259
41,Owsley,Dude,0.296622,0.341396,0.111241,0.219863,0.18903,0.481857,0.098255,0.10963900000000001,0.067014,0.500851,pop,-3.95,0.872,0.223,1,0.309
42,Owsley,Matriarch,0.1544,0.64239,0.110089,0.02365,0.11488399999999999,0.729459,0.175846,0.094251,0.017878,0.05895,pop,-7.106,0.5529999999999999,0.133,1,0.521
43,Owsley,Rise,0.506958,0.0073409999999999994,0.555567,0.07057100000000001,0.208263,0.23955700000000002,0.163917,0.304836,0.20208099999999998,0.173261,pop,-4.479,0.8809999999999999,0.335,1,0.447
44,Owsley,She's the One,0.675372,0.117309,0.24721500000000002,0.042176,0.152971,0.637931,0.022913,0.326318,0.056625,0.272818,pop,-4.711,0.815,0.32899999999999996,1,0.358
45,Owsley,The Hard Way,0.322269,0.101365,0.19394,0.284161,0.127133,0.394882,0.299906,0.072558,0.12725899999999998,0.27965,pop,-5.962000000000001,0.7559999999999999,0.27399999999999997,0,0.511
46,Owsley,Undone,0.194958,0.693048,0.071702,0.032273,0.040299,0.201531,0.529275,0.164457,0.067845,0.107668,pop,-4.025,0.929,0.31,1,0.29100000000000004
47,Sparklehorse,Angel's Harp,0.144609,0.562678,0.27064499999999997,0.037181,0.073995,0.144609,0.562678,0.27064499999999997,0.037181,0.073995,rock,-5.252000000000001,0.69,0.423,0,0.502
48,Sparklehorse,Daddy's Gone,0.22445199999999998,0.554002,0.072171,0.01838,0.065466,0.286001,0.40560300000000005,0.340279,0.01226,0.091337,rock,-6.832000000000001,0.728,0.38299999999999995,1,0.513
49,Sparklehorse,Dark Night Of The Soul,0.43144099999999996,0.235121,0.485862,0.00223,0.011386,0.202907,0.175101,0.39160900000000004,0.031653,0.065897,rock,-5.678,0.912,0.8390000000000001,1,0.54
50,Sparklehorse,Everytime I'm With You,0.21707600000000002,0.011396,0.170693,0.20256,0.7403689999999999,0.231696,0.388333,0.083865,0.069591,0.33981500000000003,rock,-8.019,0.522,0.39299999999999996,0,0.581
51,Sparklehorse,Grim Augury,0.16449,0.440693,0.10676300000000001,0.03129,0.399857,0.327776,0.264424,0.34877199999999997,0.035022000000000005,0.161527,rock,-7.308,0.616,0.5329999999999999,0,0.34700000000000003
52,Sparklehorse,Insane Lullaby,0.199205,0.596089,0.13962,0.081214,0.051815,0.23718899999999998,0.393005,0.086525,0.057317999999999994,0.244321,rock,-4.7860000000000005,0.6709999999999999,0.248,1,0.363
53,Sparklehorse,Jaykub,0.08463999999999999,0.746661,0.02171,0.065362,0.12731099999999998,0.466056,0.364311,0.189909,0.012701,0.0753,rock,-7.077000000000001,0.659,0.375,1,0.551
54,Sparklehorse,Just War,0.232343,0.02595,0.417609,0.17901,0.395811,0.354367,0.052365999999999996,0.40177199999999996,0.235202,0.33441,rock,-6.805,0.521,0.11599999999999999,1,0.52
55,Sparklehorse,Little Girl,0.43992600000000004,0.13118,0.093552,0.089326,0.518975,0.109579,0.6393479999999999,0.056334,0.175179,0.081764,rock,-5.678,0.912,0.8390000000000001,1,0.54
56,Sparklehorse,Pain,0.564647,0.035605,0.527958,0.077428,0.089558,0.855575,0.043088999999999995,0.132209,0.020201,0.125566,rock,-4.532,0.978,0.0919,1,0.304
57,Sparklehorse,Revenge,0.513418,0.010126000000000001,0.24788400000000002,0.067143,0.517925,0.582526,0.010919,0.550027,0.046411,0.11398900000000001,rock,-9.84,0.524,0.433,0,0.528
58,Sparklehorse,Star Eyes (I Can't Catch It),0.246656,0.71419,0.023750999999999998,0.007248999999999999,0.016101,0.30251999999999996,0.044525999999999996,0.21100100000000002,0.062923,0.11290599999999999,rock,-4.971,0.546,0.19699999999999998,1,0.47
59,Sparklehorse,The Man Who Played God,0.221152,0.562717,0.081177,0.041422,0.181925,0.069771,0.747904,0.079223,0.03136,0.098133,rock,-5.563,0.634,0.395,1,0.561
60,Susan Fassbender,Merry-go-round,0.58424,0.639891,0.102862,0.066089,0.12251600000000001,0.579029,0.542058,0.144786,0.08772,0.089537,pop,-10.002,0.485,0.484,1,0.569
61,Yavuz Cetin,Benimle Ucmak Ister misin,0.6190859999999999,0.012711,0.35570999999999997,0.07876,0.265359,0.28058099999999997,0.020041999999999997,0.801109,0.05430599999999999,0.070621,rock,-7.8420000000000005,0.72,0.446,1,0.27699999999999997
62,Yavuz Cetin,Hersey Biter,0.404332,0.194486,0.405445,0.117703,0.134858,0.387925,0.452592,0.126682,0.026273,0.12626800000000002,rock,-7.327000000000001,0.695,0.556,0,0.5429999999999999
63,Yavuz Cetin,Kole,0.571947,0.539841,0.057515,0.135417,0.43496,0.292115,0.614222,0.105952,0.013618,0.008958,rock,-9.847000000000001,0.6579999999999999,0.308,0,0.29600000000000004
64,Yavuz Cetin,Oyuncak Dunya,0.571947,0.539841,0.057515,0.135417,0.43496,0.253527,0.288625,0.245088,0.293748,0.13608,rock,-11.222999999999999,0.3,0.073,1,0.39399999999999996
65,Yavuz Cetin,Sadece Senin Olmak,0.42355299999999996,0.44758400000000004,0.174226,0.010201,0.028618,0.27219699999999997,0.612961,0.054876999999999995,0.023693000000000002,0.051322,rock,-8.618,0.649,0.6,1,0.478
66,Yavuz Cetin,Yasamak Istemem,0.15521300000000002,0.362808,0.061548,0.083438,0.47066,0.469788,0.217608,0.181086,0.006335,0.06819700000000001,rock,-8.222000000000001,0.596,0.444,0,0.405
